order_id,product_id,quantity,selling_price,discount
1839,350,1,217.55,5
1840,415,3,227.7,10
1841,226,1,99.0,0
1842,420,1,183.6,15
1842,280,1,179.55,5
1842,499,3,79.05,15
1843,9,2,112.1,5
1843,5,1,204.8,20
1843,444,1,259.2,10
1844,319,2,705.0,0
1844,293,1,94.0,0
1845,171,1,792.0,0
1845,71,1,61.0,0
1845,225,1,110.5,15
1845,315,1,536.0,0
1846,474,1,173.85,5
1847,281,1,115.6,15
1848,102,1,3781.65,15
1848,389,2,642.6,10
1849,352,1,214.0,0
1850,32,1,282.15,5
1850,142,1,736.0,0
1851,193,1,613.0,0
1851,383,1,76.0,0
1851,130,1,106.4,5
1852,377,1,622.05,35
1852,61,1,39.0,0
1853,140,1,879.0,0
1854,470,1,59.0,0
1854,230,3,27.0,0
1855,496,1,394.0,0
1856,218,1,336.3,5
1856,186,1,183.6,10
1857,196,1,164.35,5
1858,483,1,564.4,15
1859,424,1,372.6,10
1859,34,1,2941.0,15
1859,117,3,82.8,10
1860,483,1,531.2,20
1860,107,1,22.0,0
1860,142,1,588.8,20
1861,283,1,717.0,0
1861,349,1,355.3,15
1862,63,2,425.6,20
1863,276,3,2248.8,20
1863,9,1,88.5,25
1863,110,1,68.0,0
1864,394,2,391.0,0
1864,349,1,397.1,5
1864,401,1,2762.4,20
1864,306,1,225.25,15
1865,291,1,1201.9,15
1866,435,1,190.5,25
1867,489,1,255.85,15
1868,101,2,174.0,0
1868,193,1,490.4,20
1869,214,1,92.0,0
1869,491,1,364.5,10
1869,494,1,2438.65,15
1869,274,1,458.0,0
1870,5,1,256.0,0
1871,304,1,441.0,0
1872,350,1,217.55,5
1872,452,2,136.8,5
1873,32,1,222.75,25
1873,338,1,37.4,15
1874,219,1,146.2,15
1874,99,1,160.0,0
1875,44,1,919.8,10
1876,376,2,26.1,10
1876,93,1,73.8,10
1877,219,1,163.4,5
1877,453,1,372.4,5
1878,496,1,315.2,20
1878,492,1,39.0,0
1879,375,1,1644.0,0
1880,303,3,22.8,5
1880,137,1,20.0,0
1880,27,1,481.6,20
1881,264,1,31.5,10
1881,57,2,130.9,15
1882,354,2,153.0,0
1882,195,1,284.05,5
1882,392,1,153.6,20
1883,184,1,242.25,5
1883,14,2,68.4,10
1884,395,1,212.8,5
1885,132,2,2638.35,35
1885,344,1,297.35,5
1886,133,1,71.0,0
1887,445,2,1410.0,0
1887,161,1,63.0,0
1888,250,1,58.0,0
1888,140,1,703.2,20
1888,265,2,68.0,0
1889,378,3,277.95,15
1889,146,1,48.0,0
1889,160,1,174.8,5
1890,479,3,208.05,5
1890,343,3,198.0,0
1890,463,2,175.75,5
1890,18,1,1476.9,10
1891,111,2,365.6,20
1892,266,3,32.4,10
1893,391,1,119.85,15
1893,251,1,197.6,5
1894,17,2,232.75,5
1895,449,1,384.3,10
1895,295,1,136.0,0
1895,456,1,2776.1,15
1896,490,1,193.6,20
1897,144,3,201.0,0
1897,341,1,193.5,25
1897,274,1,412.2,10
1898,1,1,2453.1,15
1898,113,1,196.65,5
1898,136,2,46.0,0
1898,89,1,172.55,15
1899,263,1,133.45,15
1900,340,2,2016.95,35
1900,230,1,24.3,10
1901,268,3,340.8,20
1901,293,1,79.9,15
1902,80,1,436.5,10
1903,370,2,70.2,10
1903,384,1,47.7,10
1904,113,2,175.95,15
1905,4,1,98.0,0
1906,383,1,72.2,5
1906,355,2,2345.15,15
1906,245,1,34.0,0
1907,340,1,2016.95,35
1907,465,1,121.55,15
1908,464,2,33.0,0
1908,325,1,16.0,0
1908,229,2,460.75,5
1908,171,1,554.4,30
1909,230,1,27.0,0
1909,285,1,1348.8,20
1909,452,1,144.0,0
1910,267,1,84.0,25
1911,407,1,199.5,5
1912,365,1,147.0,0
1912,491,1,384.75,5
1913,19,2,3249.9,10
1913,421,3,205.7,15
1914,440,3,2594.2,15
1915,469,2,10.2,15
1916,216,1,37.0,0
1916,130,2,112.0,0
1917,270,3,59.4,10
1917,101,2,174.0,0
1917,242,2,496.4,15
1917,25,1,352.75,15
1918,341,1,219.3,15
1919,350,1,229.0,0
1919,186,1,183.6,10
1920,342,2,80.0,0
1920,321,2,55.25,15
1921,105,2,2418.75,25
1921,138,2,195.0,0
1921,484,2,71.25,5
1922,442,1,2077.6,20
1923,206,2,544.6,30
1924,387,3,37.6,20
1925,396,1,335.0,0
1925,109,1,1194.0,25
1926,315,1,455.6,15
1926,27,1,602.0,0
1926,44,1,1022.0,0
1927,326,1,119.85,15
1927,473,1,165.75,15
1927,318,1,1348.1,15
1928,26,3,207.0,0
1929,205,1,288.0,0
1929,390,2,97.6,20
1930,154,3,81.9,10
1930,81,1,2232.95,15
1930,152,1,1113.0,25
1930,62,3,363.6,10
1931,82,2,67.45,5
1932,182,1,50.4,10
1933,498,1,210.4,20
1933,65,1,175.0,0
1933,278,1,459.2,20
1933,453,1,392.0,0
1934,357,2,196.2,10
1935,256,1,108.0,10
1935,74,1,2475.9,10
1936,90,1,137.7,15
1936,218,1,318.6,10
1936,243,1,213.75,5
1937,303,1,24.0,0
1938,488,1,256.0,0
1938,52,2,174.0,0
1938,28,1,119.0,15
1938,239,1,226.95,15
1938,54,2,96.9,15
1939,369,3,2995.4,15
1940,20,3,1442.4,60
1941,125,1,65.0,0
1941,150,1,510.85,15
1941,353,1,120.65,5
1942,54,1,114.0,0
1943,479,1,197.1,10
1943,491,1,384.75,5
1944,398,2,277.95,15
1945,497,1,75.2,20
1945,498,1,184.1,30
1945,458,1,179.35,15
1946,449,1,405.65,5
1946,427,1,327.75,5
1947,447,1,105.0,0
1947,401,1,2935.05,15
1947,209,1,201.6,10
1947,471,1,437.0,5
1948,137,2,18.0,10
1948,221,1,36.1,5
1948,94,1,28.05,15
1949,280,1,151.2,20
1949,470,2,53.1,10
1949,427,1,310.5,10
1949,477,1,28.0,0
1950,20,1,2163.6,40
1951,315,1,428.8,20
1951,177,1,29.0,0
1951,267,2,106.4,5
1952,338,2,37.4,15
1952,478,1,200.7,10
1953,323,1,46.0,0
1953,274,1,389.3,15
1953,420,1,216.0,0
1954,399,1,205.0,0
1954,475,3,100.8,20
1954,216,1,35.15,5
1955,255,2,2479.4,30
1955,25,1,394.25,5
1956,236,3,58.0,0
1956,463,1,157.25,15
1956,229,2,363.75,25
1957,456,1,2449.5,25
1957,452,1,136.8,5
1957,308,1,165.75,15
1958,154,1,91.0,0
1959,266,1,36.0,0
1959,9,1,88.5,25
1959,293,1,84.6,10
1959,386,1,237.0,0
1959,375,1,1397.4,15
1960,218,1,318.6,10
1960,246,1,98.0,0
1960,3,1,441.75,25
1961,287,1,1162.0,0
1961,21,3,2099.5,35
1961,11,1,150.0,0
1961,200,2,1305.6,15
1962,294,1,33.0,0
1962,44,2,664.3,35
1962,310,2,24.3,10
1962,327,1,135.9,10
1963,218,1,318.6,10
1963,157,1,39.9,5
1963,371,1,182.7,10
1963,171,1,673.2,15
1964,467,1,134.9,5
1965,121,2,458.1,10
1965,407,1,210.0,0
1965,81,1,2232.95,15
1965,468,1,102.4,20
1966,228,2,35.15,5
1966,135,1,888.0,0
1967,138,2,185.25,5
1968,127,2,210.0,0
1968,79,1,95.95,5
1968,452,1,129.6,10
1969,394,3,351.9,10
1970,215,2,276.0,0
1970,210,1,113.05,5
1971,406,1,27.55,5
1971,145,1,235.8,10
1971,374,1,1423.2,20
1972,468,1,96.0,25
1973,246,1,98.0,0
1973,156,1,89.3,5
1974,229,1,460.75,5
1975,43,2,261.75,25
1976,450,1,18.05,5
1977,366,1,196.2,10
1977,429,1,287.3,15
1977,435,2,215.9,15
1977,130,1,106.4,5
1978,211,2,29.0,0
1978,470,3,59.0,0
1979,239,1,253.65,5
1980,226,1,94.05,5
1980,290,1,626.4,20
1981,63,1,399.0,25
1981,458,2,189.9,10
1982,331,1,26.0,0
1983,183,1,348.65,5
1983,248,2,272.0,0
1983,206,1,661.3,15
1984,273,2,37.05,5
1984,156,1,89.3,5
1985,388,2,154.7,15
1986,393,1,759.0,0
1986,377,3,669.9,30
1987,378,1,277.95,15
1987,257,1,175.95,15
1987,350,1,229.0,0
1987,359,1,28.5,5
1988,144,1,170.85,15
1989,117,2,92.0,0
1990,90,2,129.6,20
1990,45,2,2072.25,25
1991,43,1,296.65,15
1991,237,3,89.0,0
1992,66,1,33.25,5
1993,454,1,218.7,10
1993,175,1,584.0,0
1994,366,1,185.3,15
1995,104,1,18.9,10
1995,161,1,63.0,0
1995,287,1,813.4,30
1995,186,2,183.6,10
1996,6,1,38.0,5
1996,47,2,157.6,20
1996,487,3,393.0,25
1996,185,1,95.2,20
1997,346,3,39.0,0
1997,415,1,253.0,0
1997,449,2,405.65,5
1997,107,1,20.9,5
1997,119,3,107.1,10
1998,465,1,121.55,15
1998,73,2,592.8,20
1999,435,2,228.6,10
1999,57,1,123.2,20
1999,138,1,165.75,15
1999,16,2,77.35,15
2000,61,3,35.1,10
2000,390,2,115.9,5
2001,108,1,45.6,5
2001,303,1,21.6,10
2002,389,1,535.5,25
2002,315,1,402.0,25
2003,447,1,99.75,5
2003,402,1,397.1,5
2003,437,2,99.9,10
2004,465,1,121.55,15
2004,220,1,208.0,0
2005,85,1,30.0,0
2005,215,1,262.2,5
2006,106,2,447.1,15
2007,392,1,182.4,5
2007,248,3,176.8,35
2007,100,3,337.5,25
2007,303,1,24.0,0
2008,258,1,22.8,5
2009,466,1,264.35,15
2010,353,1,95.25,25
2011,459,2,265.0,0
2012,87,1,1582.5,25
2012,85,1,30.0,0
2012,216,3,37.0,0
2013,5,2,230.4,10
2013,170,1,370.5,5
2013,404,1,495.9,10
2013,148,2,382.4,20
2014,147,2,54.4,15
2014,489,2,270.9,10
2014,92,1,192.85,5
2014,194,1,100.0,20
2015,82,1,63.9,10
2016,212,2,30.6,15
2016,87,1,1688.0,20
2016,32,1,252.45,15
2017,252,1,601.6,20
2017,131,3,129.6,20
2017,210,1,113.05,5
2017,250,1,52.2,10
2018,285,1,1433.1,15
2019,339,1,1922.7,15
2019,35,1,132.0,0
2020,204,2,1638.8,15
2021,432,2,1013.2,15
2022,88,1,2191.2,40
2022,500,1,92.65,15
2022,338,1,44.0,0
2022,253,1,103.2,20
2023,199,1,1538.0,0
2024,244,1,67.5,10
2024,372,1,162.4,20
2025,210,1,107.1,10
2025,290,3,665.55,15
2025,169,1,26.6,5
2026,357,2,185.3,15
2027,35,3,112.2,15
2027,403,2,119.0,0
2028,235,1,461.55,15
2028,137,2,20.0,0
2029,270,1,66.0,0
2029,170,1,292.5,25
2029,441,1,126.4,20
2030,335,2,492.3,10
2030,429,1,304.2,10
2030,334,2,190.4,20
2031,251,1,176.8,15
2031,44,1,919.8,10
2031,297,1,826.0,30
2031,476,1,51.3,10
2032,310,1,27.0,0
2032,226,2,94.05,5
2032,370,1,78.0,0
2033,147,1,57.6,10
2033,271,1,71.1,10
2034,21,3,2261.0,30
2034,405,2,3600.0,20
2035,344,1,313.0,0
2036,272,2,149.4,10
2037,472,1,126.65,15
2037,13,1,158.0,0
2038,388,1,163.8,10
2039,369,1,2466.8,30
2039,363,1,279.0,10
2039,141,2,211.0,0
2039,309,3,31.5,10
2040,451,1,195.0,0
2040,287,3,987.7,15
2041,215,1,262.2,5
2041,328,1,79.05,15
2041,411,1,112.5,10
2042,276,2,1967.7,30
2043,186,1,142.8,30
2044,19,1,2166.6,40
2045,136,3,41.4,10
2046,325,3,15.2,5
2047,6,2,38.0,5
2047,35,1,105.6,20
2047,176,1,138.6,10
2047,147,1,64.0,0
2047,422,1,37.0,0
2048,26,1,196.65,5
2049,45,1,1381.5,50
2050,43,1,296.65,15
2051,96,2,2367.95,35
2052,432,2,953.6,20
2053,37,2,167.4,10
2053,317,1,381.9,5
2054,120,1,274.0,0
2054,438,2,298.0,0
2054,174,1,237.6,10
2054,274,2,366.4,20
2055,203,1,264.6,10
2056,170,1,331.5,15
2056,358,1,40.8,15
2057,312,2,56.0,20
2057,293,1,94.0,0
2058,270,2,59.4,10
2059,10,3,772.0,0
2060,376,1,26.1,10
2060,181,1,358.2,10
2061,108,2,48.0,0
2061,286,1,2981.8,15
2061,87,1,1793.5,15
2062,486,1,92.0,0
2062,434,1,25.0,0
2062,234,1,168.15,5
2062,434,3,22.5,10
2063,382,1,16.0,0
2063,86,1,793.05,15
2064,138,1,165.75,15
2064,497,1,89.3,5
2064,338,1,44.0,0
2065,241,1,395.2,5
2065,146,2,48.0,0
2066,77,1,169.1,5
2066,380,1,381.0,0
2067,1,1,2308.8,20
2068,128,1,167.2,20
2068,385,3,390.0,0
2068,497,2,79.9,15
2069,408,1,104.5,5
2069,439,1,261.9,10
2070,485,1,223.2,10
2071,5,2,230.4,10
2071,77,1,160.2,10
2071,82,1,71.0,0
2072,288,1,1584.0,0
2072,375,1,1397.4,15
2073,151,1,357.3,10
2073,95,1,52.7,15
2074,333,3,411.4,15
2075,421,2,229.9,5
2076,171,1,712.8,10
2076,234,1,150.45,15
2076,205,2,288.0,0
2077,398,1,294.3,10
2077,40,2,231.0,0
2078,92,1,203.0,0
2078,3,3,471.2,20
2078,487,3,524.0,0
2078,433,1,17.0,15
2079,383,1,72.2,5
2079,379,1,2223.75,25
2080,483,1,664.0,0
2080,274,1,412.2,10
2081,193,2,459.75,25
2081,73,1,666.9,10
2081,291,1,1201.9,15
2082,327,1,151.0,0
2082,435,1,215.9,15
2083,192,2,44.0,0
2083,176,1,123.2,20
2084,53,2,2191.3,15
2085,56,1,40.0,0
2085,60,1,407.0,0
2085,134,1,239.2,20
2085,333,1,459.8,5
2085,138,1,175.5,10
2086,329,1,156.6,10
2087,423,2,80.0,0
2087,329,1,139.2,20
2087,195,1,284.05,5
2087,407,1,199.5,5
2087,186,1,173.4,15
2088,442,1,2207.45,15
2089,403,3,119.0,0
2089,208,1,139.4,15
2090,297,1,944.0,20
2090,483,2,564.4,15
2090,352,3,214.0,0
2091,72,2,89.0,0
2091,75,3,233.75,15
2092,37,2,186.0,0
2092,336,1,80.8,20
2093,15,1,11.0,0
2093,55,1,304.0,20
2094,213,1,113.05,5
2094,311,1,58.0,0
2094,23,1,93.0,0
2094,400,2,420.0,0
2094,263,1,141.3,10
2095,59,3,185.4,10
2095,371,1,203.0,0
2096,120,1,260.3,5
2097,348,1,284.05,5
2097,264,1,35.0,0
2098,417,2,2822.0,15
2098,419,1,2269.8,10
2098,293,2,84.6,10
2098,12,1,1617.3,10
2099,283,1,537.75,25
2099,32,1,297.0,0
2100,222,1,370.6,15
2100,432,2,953.6,20
2101,173,1,56.05,5
2102,45,1,2210.4,20
2102,260,1,152.15,15
2103,49,1,2320.2,40
2103,249,2,246.6,10
2104,269,1,228.0,0
2105,99,1,128.0,20
2105,448,1,1885.1,30
2106,438,1,268.2,10
2107,244,2,71.25,5
2107,214,1,92.0,0
2107,60,1,345.95,15
2108,5,2,230.4,10
2109,65,3,175.0,0
2109,190,1,597.0,0
2110,486,3,87.4,5
2110,427,1,293.25,15
2110,498,1,210.4,20
2110,306,1,251.75,5
2111,495,1,558.0,0
2112,199,3,1538.0,0
2112,182,2,56.0,0
2112,332,3,2988.6,15
2113,175,1,525.6,10
2113,60,1,366.3,10
2114,292,1,60.0,0
2114,465,2,143.0,0
2115,56,2,40.0,0
2115,406,1,29.0,0
2116,164,1,90.95,15
2116,367,1,2598.75,25
2116,128,1,167.2,20
2116,18,1,1641.0,0
2117,395,1,212.8,5
2118,353,2,107.95,15
2118,346,2,33.15,15
2118,356,1,56.1,15
2118,195,1,254.15,15
2119,329,1,147.9,15
2120,286,1,2631.0,25
2121,213,1,101.15,15
2121,222,2,414.2,5
2122,53,1,1804.6,30
2123,338,1,39.6,10
2123,248,1,231.2,15
2124,180,1,405.0,0
2125,300,1,38.0,0
2125,311,1,55.1,5
2125,189,1,430.4,20
2126,59,1,175.1,15
2127,203,1,264.6,10
2127,499,1,83.7,10
2128,299,1,152.0,5
2129,126,1,438.75,25
2129,89,1,172.55,15
2130,93,1,82.0,0
2130,350,1,217.55,5
2131,132,3,3653.1,10
2132,38,1,43.35,15
2132,176,1,107.8,30
2132,243,2,191.25,15
2133,57,1,130.9,15
2133,205,1,288.0,0
2134,219,1,172.0,0
2134,363,2,294.5,5
2135,300,2,38.0,0
2135,25,1,352.75,15
2136,50,2,2387.0,30
2136,282,1,248.2,15
2137,35,2,112.2,15
2137,194,2,118.75,5
2137,56,1,34.0,15
2138,144,1,201.0,0
2138,340,1,2482.4,20
2139,346,1,31.2,20
2139,492,2,39.0,0
2139,302,2,154.8,10
2139,498,1,263.0,0
2139,154,3,81.9,10
2140,372,1,152.25,25
2140,482,1,106.4,20
2140,454,1,194.4,20
2141,23,1,93.0,0
2141,318,2,1586.0,0
2142,171,2,554.4,30
2143,341,1,206.4,20
2143,249,1,191.8,30
2144,92,1,203.0,0
2144,268,2,426.0,0
2144,483,1,498.0,25
2144,67,1,11.4,5
2145,332,3,2812.8,20
2145,259,1,15.3,10
2146,463,1,148.0,20
2146,395,1,224.0,0
2147,300,1,34.2,10
2147,8,1,230.0,0
2148,168,1,84.0,0
2148,53,2,1933.5,25
2149,218,1,318.6,10
2150,249,3,246.6,10
2150,324,1,111.35,15
2151,145,1,222.7,15
2152,255,1,2125.2,40
2153,404,1,413.25,25
2154,452,1,115.2,20
2155,27,1,481.6,20
2156,389,1,642.6,10
2157,276,2,1967.7,30
2157,366,1,207.1,5
2158,73,2,741.0,0
2158,191,2,417.0,0
2159,282,1,292.0,0
2160,385,1,351.0,10
2160,68,1,37.0,0
2160,234,1,132.75,25
2161,309,1,31.5,10
2162,169,2,28.0,0
2162,196,1,173.0,0
2163,331,1,24.7,5
2163,435,2,254.0,0
2163,247,1,249.0,0
2163,262,2,1284.25,45
2164,39,1,725.0,0
2165,105,2,2580.0,20
2165,284,1,1122.55,45
2165,253,2,109.65,15
2166,423,1,80.0,0
2166,60,3,345.95,15
2167,139,1,197.0,0
2168,346,3,39.0,0
2169,257,1,207.0,0
2170,119,1,95.2,20
2170,456,1,2776.1,15
2170,315,1,482.4,10
2171,500,2,109.0,0
2172,424,3,414.0,0
2172,4,1,98.0,0
2172,97,2,26.35,15
2172,489,2,270.9,10
2173,45,1,1657.8,40
2173,12,1,1527.45,15
2173,416,3,1455.35,35
2174,95,2,55.8,10
2174,303,1,20.4,15
2174,408,1,77.0,30
2175,4,1,83.3,15
2175,427,1,327.75,5
2176,302,1,129.0,25
2177,133,1,71.0,0
2177,27,1,541.8,10
2178,230,3,27.0,0
2179,168,1,84.0,0
2179,231,1,433.2,5
2179,346,1,39.0,0
2180,230,1,27.0,0
2181,181,1,398.0,0
2181,195,1,254.15,15
2181,201,1,267.2,20
2182,105,1,2741.25,15
2183,418,1,360.05,5
2183,121,2,458.1,10
2183,274,2,412.2,10
2183,457,1,89.3,5
2184,191,2,375.3,10
2184,22,1,2158.0,35
2185,123,1,214.7,5
2185,345,1,1822.1,30
2186,167,1,3450.15,15
2186,105,1,2418.75,25
2186,140,3,747.15,15
2187,381,1,562.7,15
2187,496,2,374.3,5
2187,496,1,374.3,5
2187,473,1,165.75,15
2188,39,1,652.5,10
2188,365,1,124.95,15
2188,164,1,107.0,0
2189,233,1,2412.2,30
2189,387,1,47.0,0
2189,275,2,341.0,0
2190,186,1,193.8,5
2190,118,1,28.0,0
2191,36,1,164.0,0
2192,301,1,236.0,0
2192,125,1,61.75,5
2192,123,1,180.8,20
2192,19,2,2888.8,20
2193,193,2,613.0,0
2193,76,3,1932.45,35
2193,46,1,212.5,15
2194,94,3,28.05,15
2194,183,1,367.0,0
2195,341,1,245.1,5
2195,42,1,104.5,5
2195,260,3,170.05,5
2195,110,1,64.6,5
2196,73,1,629.85,15
2196,357,1,218.0,0
2196,87,1,1582.5,25
2196,246,1,98.0,0
2197,109,1,1273.6,20
2198,376,1,29.0,0
2198,305,3,332.35,15
2199,71,2,54.9,10
2199,152,1,890.4,40
2199,56,1,40.0,0
2199,378,1,245.25,25
2200,212,1,30.6,15
2201,494,2,2295.2,20
2201,473,2,165.75,15
2202,381,1,463.4,30
2203,462,2,826.35,65
2204,26,1,175.95,15
2204,388,1,163.8,10
2205,55,1,361.0,5
2205,441,1,150.1,5
2206,387,1,47.0,0
2206,146,1,40.8,15
2207,496,1,374.3,5
2208,70,2,421.6,20
2209,412,1,23.0,0
2209,492,1,39.0,0
2210,308,3,146.25,25
2211,101,1,174.0,0
2211,48,2,345.95,15
2211,133,1,67.45,5
2211,301,2,200.6,15
2211,55,1,323.0,15
2212,294,1,31.35,5
2213,333,1,459.8,5
2213,305,1,391.0,0
2214,27,1,391.3,35
2215,339,2,1470.3,35
2216,480,2,114.75,15
2217,181,1,358.2,10
2218,154,1,81.9,10
2218,288,1,1584.0,0
2219,318,1,1189.5,25
2220,453,3,294.0,25
2221,377,2,957.0,0
2221,349,1,397.1,5
2222,80,2,412.25,15
2222,424,1,351.9,15
2223,167,2,3450.15,15
2224,173,1,59.0,0
2224,413,1,90.0,0
2225,431,1,2575.5,15
2226,304,1,352.8,20
2226,221,2,38.0,0
2227,212,1,30.6,15
2227,54,1,114.0,0
2227,403,1,89.25,25
2228,54,3,114.0,0
2229,384,2,47.7,10
2230,72,1,84.55,5
2231,405,1,4050.0,10
2232,182,1,50.4,10
2233,412,1,23.0,0
2233,78,3,403.0,0
2234,156,2,94.0,0
2234,332,1,2812.8,20
2235,139,2,177.3,10
2236,98,3,516.0,0
2236,166,1,1155.7,30
2237,144,3,201.0,0
2238,320,2,261.0,10
2238,367,1,2252.25,35
2239,94,1,29.7,10
2240,128,3,198.55,5
2240,108,1,45.6,5
2240,481,1,1422.75,25
2240,333,1,484.0,0
2240,303,2,21.6,10
2241,226,1,94.05,5
2241,252,1,752.0,0
2241,98,1,516.0,0
2242,179,1,541.0,0
2242,153,1,28.5,5
2243,373,2,92.0,0
2243,46,1,200.0,20
2244,401,1,2762.4,20
2244,433,1,20.0,0
2244,23,1,93.0,0
2244,370,1,74.1,5
2244,210,1,113.05,5
2245,163,3,612.0,15
2245,20,1,3065.1,15
2245,186,1,204.0,0
2245,444,2,259.2,10
2246,72,1,84.55,5
2247,28,1,140.0,0
2248,122,1,676.0,0
2249,10,1,772.0,0
2250,371,1,203.0,0
2251,207,1,61.0,0
2251,444,3,288.0,0
2251,436,1,145.35,5
2251,251,2,156.0,25
2252,241,2,353.6,15
2252,329,1,147.9,15
2252,302,1,146.2,15
2253,263,1,141.3,10
2253,359,1,30.0,0
2254,256,2,108.0,10
2254,26,3,155.25,25
2255,235,2,543.0,0
2256,336,3,95.95,5
2256,245,2,32.3,5
2256,355,1,1793.35,35
2256,311,1,58.0,0
2257,154,3,77.35,15
2258,72,1,75.65,15
2258,314,3,84.6,10
2258,498,1,249.85,5
2259,443,1,144.4,5
2259,384,1,45.05,15
2260,265,1,57.8,15
2260,101,1,165.3,5
2261,493,1,409.6,20
2261,189,3,430.4,20
2262,279,2,142.2,10
2262,107,1,18.7,15
2263,318,3,1348.1,15
2264,290,1,704.7,10
2264,4,1,98.0,0
2265,268,3,426.0,0
2266,366,1,196.2,10
2267,106,1,473.4,10
2267,352,2,181.9,15
2267,429,2,304.2,10
2267,461,1,137.7,15
2268,26,2,207.0,0
2269,13,1,134.3,15
2269,222,2,436.0,0
2270,28,3,133.0,5
2270,229,1,460.75,5
2270,351,1,24.7,5
2271,386,1,201.45,15
2271,83,1,480.6,10
2271,199,1,1307.3,15
2271,200,1,1305.6,15
2272,131,1,137.7,15
2273,156,3,84.6,10
2273,324,1,111.35,15
2273,58,1,249.85,5
2274,305,2,293.25,25
2274,252,1,564.0,25
2274,490,1,193.6,20
2275,338,1,44.0,0
2276,69,1,284.05,5
2276,365,2,132.3,10
2276,323,1,46.0,0
2277,422,3,35.15,5
2277,41,3,57.0,0
2278,396,1,335.0,0
2279,138,1,195.0,0
2279,439,2,276.45,5
2279,202,3,84.15,15
2279,294,1,31.35,5
2280,482,1,133.0,0
2280,207,3,61.0,0
2281,278,1,487.9,15
2281,312,1,70.0,0
2282,355,1,2345.15,15
2283,423,1,80.0,0
2284,477,2,26.6,5
2284,370,1,70.2,10
2285,153,1,28.5,5
2285,498,1,223.55,15
2285,440,1,2441.6,20
2285,374,3,1512.15,15
2286,188,2,47.0,0
2286,159,1,28.0,0
2287,471,1,414.0,10
2287,298,3,137.7,15
2287,348,2,269.1,10
2287,27,1,602.0,0
2288,365,1,132.3,10
2288,97,1,27.9,10
2289,80,1,436.5,10
2289,144,1,170.85,15
2290,266,1,34.2,5
2290,13,1,142.2,10
2290,302,1,137.6,20
2290,179,3,378.7,30
2291,305,1,371.45,5
2291,259,1,15.3,10
2291,390,3,122.0,0
2291,224,1,49.0,0
2291,151,1,357.3,10
2292,435,3,203.2,20
2293,332,1,2461.2,30
2294,377,2,957.0,0
2294,226,3,89.1,10
2295,439,2,247.35,15
2296,421,1,205.7,15
2297,432,3,953.6,20
2297,456,1,2939.4,10
2298,393,2,683.1,10
2299,97,1,26.35,15
2299,32,1,297.0,0
2299,343,1,198.0,0
2299,286,1,1578.6,55
2300,368,1,68.0,0
2300,173,1,53.1,10
2301,40,2,196.35,15
2302,8,2,218.5,5
2303,371,1,182.7,10
2303,58,1,263.0,0
2303,243,1,213.75,5
2303,45,1,2348.55,15
2303,119,1,119.0,0
2304,462,1,2006.85,15
2304,296,1,139.2,20
2305,160,1,147.2,20
2305,444,1,288.0,0
2305,463,1,157.25,15
2306,456,1,2776.1,15
2307,134,1,284.05,5
2308,368,1,64.6,5
2308,497,1,89.3,5
2308,22,1,2656.0,20
2308,370,1,70.2,10
2309,497,1,89.3,5
2309,111,3,457.0,0
2309,362,1,30.0,0
2309,226,1,89.1,10
2309,321,1,65.0,0
2310,261,1,25.65,5
2311,403,1,113.05,5
2311,3,1,441.75,25
2311,483,1,597.6,10
2312,226,3,99.0,0
2313,158,3,179.35,15
2313,325,2,15.2,5
2313,372,1,162.4,20
2314,307,1,1642.9,30
2314,319,1,705.0,0
2314,239,1,200.25,25
2314,105,2,1935.0,40
2315,145,1,235.8,10
2315,180,1,384.75,5
2316,463,1,185.0,0
2316,402,2,376.2,10
2316,3,2,589.0,0
2317,457,1,84.6,10
2317,280,1,151.2,20
2318,378,1,294.3,10
2319,311,1,58.0,0
2319,318,1,1348.1,15
2320,189,1,403.5,25
2321,457,1,94.0,0
2321,272,1,157.7,5
2322,479,3,164.25,25
2323,249,3,274.0,0
2323,84,1,49.0,0
2324,493,1,512.0,0
2324,458,1,189.9,10
2324,139,1,197.0,0
2324,324,1,111.35,15
2324,46,1,250.0,0
2325,492,1,39.0,0
2326,401,1,1899.15,45
2326,399,2,184.5,10
2327,313,3,53.0,0
2327,37,1,176.7,5
2327,297,1,885.0,25
2328,243,1,168.75,25
2329,448,1,2019.75,25
2330,215,1,248.4,10
2331,355,1,2207.2,20
2331,4,1,98.0,0
2332,19,1,3249.9,10
2333,409,2,1653.4,30
2334,198,1,1411.2,30
2334,42,2,110.0,0
2334,405,1,3825.0,15
2334,55,1,380.0,0
2334,2,1,59.0,0
2335,171,2,594.0,25
2335,59,2,185.4,10
2335,297,1,826.0,30
2336,380,1,361.95,5
2336,222,1,392.4,10
2337,14,1,76.0,0
2338,370,3,78.0,0
2338,214,3,82.8,10
2339,227,1,468.35,15
2339,108,2,45.6,5
2340,143,1,164.05,15
2340,261,2,27.0,0
2340,417,1,1992.0,40
2341,370,1,70.2,10
2341,132,2,3247.2,20
2341,316,2,124.0,0
2341,158,1,189.9,10
2342,33,2,2343.45,15
2342,102,1,3336.75,25
2343,480,1,128.25,5
2343,35,2,125.4,5
2344,87,1,1793.5,15
2344,244,1,75.0,0
2345,489,1,285.95,5
2346,332,1,1933.8,45
2347,210,2,107.1,10
2347,136,1,43.7,5
2348,410,1,161.6,20
