order_id,customer_id,order_date,shipping_date,region,payment_mode
2500,1773,2024-05-03,2024-05-06,East,COD
2501,1538,2023-11-08,2023-11-11,North,COD
2502,1044,2024-03-10,2024-03-11,West,UPI
2503,1182,2023-12-27,2023-12-29,North,COD
2504,1635,2023-10-29,2023-10-31,North,Debit Card
2505,706,2024-08-04,2024-08-06,West,Debit Card
2506,659,2023-12-31,2024-01-04,West,UPI
2507,1506,2023-10-26,2023-10-29,West,UPI
2508,1062,2023-02-09,2023-02-10,South,Wallet
2509,1372,2024-08-29,2024-09-02,South,UPI
2510,1372,2024-03-05,2024-03-07,East,UPI
2511,232,2023-02-21,2023-02-24,North,COD
2512,830,2023-08-15,2023-08-16,South,UPI
2513,715,2023-05-07,2023-05-10,West,Credit Card
2514,1372,2023-06-16,2023-06-22,South,Debit Card
2515,232,2023-02-10,2023-02-13,North,Net Banking
2516,736,2023-05-19,2023-05-22,North,Debit Card
2517,706,2024-11-21,2024-11-25,West,Credit Card
2518,959,2023-07-18,2023-07-23,South,UPI
2519,1142,2023-02-22,2023-02-23,West,UPI
2520,1003,2023-01-17,2023-01-18,North,Credit Card
2521,1798,2024-12-10,2024-12-11,North,Debit Card
2522,620,2023-01-30,2023-02-02,North,UPI
2523,1372,2024-04-30,2024-05-05,South,Debit Card
2524,1327,2024-11-26,2024-12-18,East,UPI
2525,1232,2024-05-04,2024-05-05,West,Debit Card
2526,675,2023-02-04,2023-02-06,West,UPI
2527,1720,2023-11-17,2023-11-27,West,UPI
2528,706,2024-09-21,2024-09-26,West,Wallet
2529,1372,2023-11-06,2023-11-07,South,UPI
2530,1337,2024-12-23,2024-12-24,West,Credit Card
2531,1714,2024-07-15,2024-07-16,West,Net Banking
2532,315,2023-08-04,2023-08-08,East,UPI
2533,1814,2024-07-22,2024-07-23,North,COD
2534,1327,2023-09-01,2023-09-04,South,Credit Card
2535,221,2024-11-23,2024-11-25,West,COD
2536,1729,2024-09-24,2024-10-01,South,UPI
2537,198,2023-09-16,2023-09-17,West,Debit Card
2538,1033,2024-08-23,2024-09-07,North,Net Banking
2539,1635,2023-07-19,2023-07-21,North,UPI
2540,1754,2023-01-20,2023-01-26,West,Wallet
2541,1372,2023-06-15,2023-06-20,East,UPI
2542,1773,2023-07-06,2023-07-11,East,Net Banking
2543,1601,2024-08-17,2024-08-24,West,Net Banking
2544,830,2024-06-07,2024-06-08,South,Debit Card
2545,1342,2024-08-31,2024-09-01,West,Debit Card
2546,772,2024-11-23,2024-11-24,East,COD
2547,1635,2024-05-25,2024-06-05,North,COD
2548,1372,2024-01-01,2024-01-07,South,Debit Card
2549,706,2023-07-28,2023-08-01,West,Debit Card
2550,1372,2024-03-20,2024-03-23,South,UPI
2551,1587,2023-07-25,2023-07-26,West,UPI
2552,1773,2024-02-20,2024-02-21,East,UPI
2553,1833,2024-01-23,2024-01-25,East,UPI
2554,755,2024-09-17,2024-09-22,North,Credit Card
2555,1064,2023-08-10,2023-08-22,North,Net Banking
2556,412,2024-01-09,2024-01-11,West,UPI
2557,291,2023-11-17,2023-11-20,North,Debit Card
2558,1372,2024-09-17,2024-09-22,South,Wallet
2559,1372,2023-08-08,2023-08-10,South,UPI
2560,1372,2023-02-03,2023-02-04,South,Credit Card
2561,755,2024-09-21,2024-09-23,North,Debit Card
2562,315,2023-11-01,2023-11-04,West,Net Banking
2563,1519,2024-06-01,2024-06-03,North,UPI
2564,1791,2023-11-01,2023-11-05,East,UPI
2565,1372,2024-11-23,2024-11-24,South,Debit Card
2566,1033,2024-08-13,2024-08-15,North,Debit Card
2567,1798,2023-01-31,2023-02-01,North,Debit Card
2568,1773,2023-10-26,2023-10-31,East,Debit Card
2569,1372,2024-03-20,2024-03-25,South,Net Banking
2570,542,2023-02-08,2023-02-09,North,Debit Card
2571,779,2024-05-04,2024-05-07,North,Debit Card
2572,262,2023-04-18,2023-04-25,North,Debit Card
2573,1773,2024-12-08,2024-12-11,East,Credit Card
2574,1372,2024-03-30,2024-04-01,South,Net Banking
2575,1007,2023-11-20,2023-11-21,South,Wallet
2576,930,2023-03-28,2023-04-03,West,Debit Card
2577,1209,2023-04-10,2023-04-11,West,COD
2578,638,2024-08-11,2024-08-14,East,Debit Card
2579,638,2023-12-20,2023-12-21,East,Credit Card
2580,867,2023-03-03,2023-03-06,East,Debit Card
2581,1506,2024-12-02,2024-12-03,West,Credit Card
2582,1372,2023-07-31,2023-08-02,South,Wallet
2583,196,2023-12-21,2023-12-25,East,Credit Card
2584,1372,2023-05-16,2023-05-17,South,Credit Card
2585,580,2024-04-21,2024-04-23,East,COD
2586,830,2023-12-29,2024-01-02,South,Debit Card
2587,404,2023-12-29,2024-01-01,West,Debit Card
2588,1059,2023-05-31,2023-06-03,North,Debit Card
2589,221,2023-09-01,2023-09-05,West,UPI
2590,1372,2024-11-01,2024-11-03,North,Net Banking
2591,142,2024-02-15,2024-02-19,West,UPI
2592,1033,2024-05-14,2024-05-15,North,UPI
2593,431,2024-08-02,2024-08-05,East,UPI
2594,1406,2023-09-05,2023-09-06,East,Credit Card
2595,1482,2023-04-28,2023-05-01,East,UPI
2596,1822,2024-05-06,2024-05-10,South,UPI
2597,1713,2023-06-14,2023-06-15,West,UPI
2598,1131,2024-10-08,2024-10-10,South,COD
2599,1773,2024-09-20,2024-09-23,East,UPI
2600,239,2023-05-11,2023-05-13,North,Debit Card
2601,1921,2024-12-09,2024-12-10,West,UPI
2602,1920,2024-05-18,2024-05-22,West,Wallet
2603,54,2024-04-16,2024-04-18,West,UPI
2604,1773,2024-04-06,2024-04-07,East,UPI
2605,800,2024-12-15,2024-12-17,West,UPI
2606,1261,2024-10-07,2024-10-10,West,Credit Card
2607,1023,2024-11-23,2024-12-01,North,COD
2608,1686,2024-03-14,2024-03-16,South,UPI
2609,1944,2023-03-10,2023-03-12,West,UPI
2610,161,2023-03-28,2023-04-02,North,UPI
2611,194,2023-08-07,2023-08-10,West,UPI
2612,1372,2024-04-15,2024-04-16,East,COD
2613,1506,2024-08-15,2024-08-17,West,Credit Card
2614,706,2024-01-28,2024-01-29,West,Debit Card
2615,1925,2023-12-02,2023-12-04,North,Net Banking
2616,232,2023-10-20,2023-10-21,North,Net Banking
2617,1768,2023-04-21,2023-04-22,West,Debit Card
2618,1033,2023-01-29,2023-01-31,North,COD
2619,1205,2024-02-01,2024-02-03,South,Credit Card
2620,1265,2024-02-03,2024-02-11,South,UPI
2621,1761,2024-12-18,2024-12-20,North,Debit Card
2622,775,2023-08-29,2023-09-04,East,UPI
2623,1562,2024-12-17,2024-12-19,South,UPI
2624,1327,2024-10-19,2024-10-20,South,Debit Card
2625,1091,2024-01-12,2024-01-16,South,Wallet
2626,291,2023-12-08,2023-12-10,North,Debit Card
2627,1892,2023-06-02,2023-06-08,East,Credit Card
2628,1558,2024-01-04,2024-01-06,East,UPI
2629,850,2024-01-25,2024-01-26,West,UPI
2630,736,2024-11-29,2024-12-10,North,UPI
2631,830,2023-05-16,2023-05-18,South,UPI
2632,1773,2024-02-13,2024-02-17,East,Debit Card
2633,1265,2023-04-29,2023-05-06,South,UPI
2634,1750,2024-03-04,2024-03-05,North,COD
2635,1183,2024-07-03,2024-07-04,East,Wallet
2636,1798,2023-04-10,2023-04-11,North,COD
2637,1372,2024-12-25,2024-12-27,South,Credit Card
2638,1482,2024-11-15,2024-11-16,East,Credit Card
2639,557,2024-07-04,2024-07-05,East,Debit Card
2640,1261,2024-07-23,2024-07-29,East,Credit Card
2641,162,2024-07-25,2024-07-26,South,UPI
2642,1506,2024-03-15,2024-03-21,West,COD
2643,15,2023-07-25,2023-07-26,South,UPI
2644,1773,2024-04-17,2024-04-22,East,Wallet
2645,1131,2024-02-12,2024-02-14,South,Net Banking
2646,430,2024-05-18,2024-05-19,West,COD
2647,1179,2023-07-25,2023-08-07,East,UPI
2648,1773,2024-05-26,2024-05-28,East,Net Banking
2649,849,2024-03-02,2024-03-08,North,Wallet
2650,802,2024-11-17,2024-11-18,North,Net Banking
2651,1327,2023-06-13,2023-06-16,South,Credit Card
2652,118,2024-12-08,2024-12-10,West,COD
2653,1290,2024-05-17,2024-05-19,West,Wallet
2654,1083,2024-12-01,2024-12-02,East,UPI
2655,1773,2024-02-16,2024-02-19,East,COD
2656,52,2023-07-02,2023-07-05,West,Net Banking
2657,1577,2024-05-05,2024-05-12,South,Debit Card
2658,706,2023-03-19,2023-03-21,West,Debit Card
2659,1714,2023-04-18,2023-04-22,West,Credit Card
2660,1773,2024-11-13,2024-11-16,East,COD
2661,1085,2024-12-25,2024-12-26,North,UPI
2662,1261,2024-06-09,2024-06-10,West,Credit Card
2663,1821,2024-05-23,2024-05-24,West,UPI
2664,1798,2024-10-09,2024-10-10,North,UPI
2665,142,2023-07-27,2023-07-30,West,Wallet
2666,1372,2024-06-07,2024-06-08,East,COD
2667,930,2023-04-24,2023-04-27,West,Credit Card
2668,1686,2023-05-14,2023-05-15,South,Credit Card
2669,1962,2024-12-22,2024-12-25,North,Credit Card
2670,1315,2025-01-31,2025-02-01,North,Credit Card
2671,830,2023-12-19,2023-12-21,South,Debit Card
2672,1931,2024-05-20,2024-05-27,West,Wallet
2673,802,2023-09-29,2023-10-05,North,UPI
2674,781,2024-08-11,2024-08-15,North,Debit Card
2675,1773,2023-12-26,2023-12-27,East,Credit Card
2676,1584,2023-01-25,2023-01-26,East,Credit Card
2677,1710,2023-08-17,2023-08-19,East,Credit Card
2678,1603,2023-12-18,2023-12-19,East,Debit Card
2679,607,2023-02-24,2023-02-25,South,COD
2680,1372,2023-02-22,2023-02-23,South,UPI
2681,1372,2024-05-15,2024-05-23,North,Debit Card
2682,873,2024-06-04,2024-06-05,North,Credit Card
2683,1762,2024-08-20,2024-08-23,North,Credit Card
2684,734,2024-05-18,2024-05-23,West,Credit Card
2685,675,2023-01-11,2023-01-12,West,Credit Card
2686,1265,2024-12-30,2025-01-03,North,UPI
2687,1011,2023-06-09,2023-06-11,East,Wallet
2688,1372,2023-08-22,2023-08-24,South,UPI
2689,772,2023-10-05,2023-10-08,East,Credit Card
2690,1372,2023-09-14,2023-09-17,South,Net Banking
2691,408,2023-07-04,2023-07-05,West,Credit Card
2692,706,2023-01-15,2023-01-18,West,Credit Card
2693,188,2024-07-31,2024-08-07,West,UPI
2694,835,2024-09-27,2024-09-30,West,Credit Card
2695,1406,2023-05-22,2023-05-24,East,Net Banking
2696,1773,2023-02-12,2023-02-15,East,Credit Card
2697,206,2024-01-16,2024-01-18,North,COD
2698,1773,2023-02-23,2023-02-24,East,UPI
2699,1064,2024-08-08,2024-08-11,North,COD
2700,1035,2023-06-21,2023-06-25,East,Net Banking
2701,1714,2024-09-09,2024-09-13,West,UPI
2702,675,2023-01-11,2023-01-14,West,UPI
2703,1452,2024-03-25,2024-03-26,East,Net Banking
2704,1635,2023-02-28,2023-03-03,North,Credit Card
2705,1372,2024-05-16,2024-05-27,South,UPI
2706,1956,2024-11-08,2024-11-11,West,Credit Card
2707,675,2023-01-25,2023-01-26,North,Wallet
2708,1538,2023-04-10,2023-04-11,West,UPI
2709,1149,2024-02-24,2024-02-25,West,UPI
2710,1982,2024-06-13,2024-06-17,North,Debit Card
2711,1038,2023-08-13,2023-08-18,East,Credit Card
2712,194,2023-07-31,2023-08-01,West,UPI
2713,1265,2023-01-09,2023-01-16,South,UPI
2714,830,2023-09-21,2023-09-24,West,Net Banking
2715,1661,2023-03-05,2023-03-08,South,Net Banking
2716,1773,2024-03-02,2024-03-03,East,COD
2717,1449,2024-06-10,2024-06-11,West,COD
2718,1033,2024-08-14,2024-08-30,North,UPI
2719,1406,2024-12-19,2024-12-25,East,UPI
2720,830,2024-05-10,2024-05-18,South,Wallet
2721,1131,2023-04-05,2023-04-08,South,Credit Card
2722,1101,2023-01-08,2023-01-10,West,COD
2723,1720,2023-10-12,2023-10-14,West,Net Banking
2724,1261,2024-11-23,2024-11-24,West,UPI
2725,599,2023-01-05,2023-01-07,West,UPI
2726,706,2023-03-09,2023-03-10,West,UPI
2727,1271,2024-12-15,2024-12-17,North,Debit Card
2728,1798,2024-10-02,2024-10-06,North,Wallet
2729,251,2024-01-28,2024-01-29,West,UPI
2730,1372,2024-03-10,2024-03-11,South,Debit Card
2731,757,2024-06-03,2024-06-08,East,UPI
2732,802,2024-10-27,2024-10-29,North,UPI
2733,275,2023-08-15,2023-08-16,West,Debit Card
2734,1655,2023-07-21,2023-07-23,West,UPI
2735,1086,2023-10-28,2023-11-02,West,UPI
2736,1707,2024-08-05,2024-08-10,South,Net Banking
2737,325,2024-08-21,2024-08-27,West,Credit Card
2738,1982,2024-07-04,2024-07-05,North,UPI
2739,1563,2023-09-09,2023-09-10,West,Wallet
2740,930,2024-12-05,2024-12-07,West,Credit Card
2741,1936,2024-10-21,2024-10-27,North,UPI
2742,1033,2023-06-18,2023-06-21,North,UPI
2743,1261,2023-01-17,2023-01-19,West,UPI
2744,605,2024-04-06,2024-04-09,South,Net Banking
2745,830,2024-12-29,2025-01-01,South,Wallet
2746,620,2023-06-04,2023-06-05,North,Debit Card
2747,1519,2023-10-24,2023-10-30,North,Credit Card
2748,1372,2023-08-30,2023-08-31,South,Net Banking
2749,1142,2023-09-04,2023-09-08,West,Debit Card
2750,1406,2023-08-03,2023-08-08,East,COD
2751,214,2024-04-11,2024-04-15,East,Debit Card
2752,1372,2024-11-05,2024-11-09,South,Credit Card
2753,232,2025-01-11,2025-01-12,North,UPI
2754,275,2024-01-21,2024-01-30,West,COD
2755,1773,2024-06-21,2024-07-03,East,Debit Card
2756,60,2024-12-28,2024-12-30,West,Net Banking
2757,1635,2023-05-27,2023-05-30,North,UPI
2758,518,2024-07-22,2024-07-23,West,UPI
2759,1372,2024-10-04,2024-10-06,South,Credit Card
2760,830,2023-07-15,2023-07-20,South,COD
2761,830,2023-05-19,2023-05-20,South,UPI
2762,1452,2024-01-14,2024-01-15,East,Net Banking
2763,1773,2024-06-15,2024-06-20,East,UPI
2764,1406,2023-01-24,2023-01-27,East,Credit Card
2765,1385,2024-02-24,2024-03-02,West,Net Banking
2766,54,2023-11-08,2023-11-09,West,Net Banking
2767,1372,2024-12-05,2024-12-07,South,Debit Card
2768,830,2023-07-07,2023-07-08,South,UPI
2769,1131,2023-05-25,2023-05-29,North,UPI
2770,1773,2024-11-14,2024-11-15,East,Credit Card
2771,1535,2024-11-25,2024-11-28,West,UPI
2772,738,2024-11-06,2024-11-12,East,Debit Card
2773,830,2024-05-19,2024-05-21,South,UPI
2774,184,2024-08-28,2024-08-30,East,Credit Card
2775,1372,2023-12-19,2023-12-20,South,UPI
2776,345,2024-09-21,2024-10-09,South,Debit Card
2777,631,2024-09-12,2024-09-17,South,Net Banking
2778,1033,2023-04-27,2023-05-04,East,Debit Card
2779,291,2024-09-24,2024-09-25,North,Credit Card
2780,1168,2023-12-23,2023-12-24,East,COD
2781,1773,2024-08-20,2024-08-23,East,UPI
2782,1372,2023-09-17,2023-09-18,South,Debit Card
2783,1119,2023-07-24,2023-07-25,North,UPI
2784,1770,2023-05-08,2023-05-09,North,UPI
2785,428,2023-06-05,2023-06-10,North,UPI
2786,572,2024-03-21,2024-03-23,East,Wallet
2787,1372,2024-04-01,2024-04-13,South,UPI
2788,409,2024-04-18,2024-04-19,North,UPI
2789,1372,2023-02-25,2023-03-02,South,Wallet
2790,1239,2024-08-17,2024-08-30,West,COD
2791,1450,2024-10-30,2024-11-04,West,UPI
2792,1635,2023-08-19,2023-08-20,North,COD
2793,54,2023-12-15,2023-12-16,South,Net Banking
2794,1763,2024-09-25,2024-10-02,East,Wallet
2795,1758,2023-03-18,2023-03-19,South,UPI
2796,30,2024-03-12,2024-03-14,West,Debit Card
2797,675,2024-12-19,2024-12-20,West,Debit Card
2798,1835,2024-06-10,2024-06-13,West,Credit Card
2799,1372,2023-03-05,2023-03-06,East,UPI
2800,1936,2024-07-02,2024-07-04,North,UPI
2801,520,2024-07-13,2024-07-18,East,Net Banking
2802,1821,2024-05-08,2024-05-10,West,Credit Card
2803,1205,2024-02-09,2024-02-15,South,Debit Card
2804,232,2023-12-07,2023-12-08,North,Wallet
2805,1463,2023-01-10,2023-01-12,South,Debit Card
2806,700,2024-12-03,2024-12-04,West,COD
2807,1798,2024-06-24,2024-06-26,North,UPI
2808,634,2024-12-09,2024-12-15,North,UPI
2809,879,2024-09-20,2024-10-01,North,COD
2810,1773,2025-01-05,2025-01-06,East,UPI
2811,1619,2023-05-31,2023-06-02,West,Debit Card
2812,1131,2023-08-31,2023-09-04,South,Debit Card
2813,1033,2024-10-26,2024-10-27,North,Debit Card
2814,1725,2024-12-23,2025-01-01,North,Net Banking
2815,1372,2023-12-02,2023-12-05,East,COD
2816,679,2023-03-18,2023-03-19,West,Debit Card
2817,1033,2024-02-08,2024-02-19,North,Net Banking
2818,790,2023-11-18,2023-11-19,East,Credit Card
2819,142,2023-05-23,2023-05-24,West,Wallet
2820,1732,2024-07-23,2024-08-02,South,Credit Card
2821,1875,2023-10-14,2023-10-16,South,UPI
2822,1372,2024-07-19,2024-07-21,South,Credit Card
2823,917,2024-12-20,2024-12-22,North,Wallet
2824,51,2024-01-17,2024-01-18,South,Debit Card
2825,917,2024-11-21,2024-11-24,North,Credit Card
2826,1372,2023-11-02,2023-11-03,South,Credit Card
2827,747,2024-01-29,2024-02-05,South,UPI
2828,1452,2023-10-30,2023-11-01,South,Credit Card
2829,1169,2024-10-09,2024-10-10,North,UPI
2830,11,2023-08-18,2023-08-19,North,COD
2831,40,2023-06-15,2023-06-16,East,UPI
2832,1372,2024-02-20,2024-02-23,South,UPI
2833,1998,2024-11-20,2024-11-24,East,Debit Card
2834,917,2023-02-16,2023-02-17,North,UPI
2835,1326,2023-06-29,2023-06-30,South,Net Banking
2836,944,2024-12-30,2025-01-09,East,Debit Card
2837,1428,2023-10-24,2023-10-26,East,Debit Card
2838,1053,2024-08-27,2024-08-28,North,COD
2839,1609,2024-09-15,2024-09-18,South,UPI
2840,179,2024-01-22,2024-01-23,North,Net Banking
2841,1372,2024-10-16,2024-10-20,South,Credit Card
2842,1287,2024-03-20,2024-03-27,East,COD
2843,1317,2024-12-24,2024-12-25,West,UPI
2844,1188,2023-05-14,2023-05-17,West,UPI
2845,1180,2023-03-13,2023-03-14,North,Credit Card
2846,1406,2023-04-19,2023-04-22,East,Debit Card
2847,1798,2024-04-02,2024-04-04,South,Net Banking
2848,1372,2024-06-20,2024-06-21,South,Credit Card
2849,289,2023-03-05,2023-03-06,South,Credit Card
2850,1773,2023-11-22,2023-11-25,East,UPI
2851,830,2023-06-27,2023-07-01,South,UPI
2852,1372,2023-11-17,2023-11-24,South,Credit Card
2853,1552,2023-11-19,2023-11-24,West,Credit Card
2854,1168,2023-08-02,2023-08-08,East,Wallet
2855,1209,2024-10-08,2024-10-11,South,Net Banking
2856,1594,2023-06-03,2023-06-04,North,Debit Card
2857,1538,2024-09-10,2024-09-15,West,Wallet
2858,1602,2024-04-30,2024-05-05,South,COD
2859,1372,2024-10-24,2024-10-25,South,Debit Card
2860,1773,2024-12-20,2024-12-22,East,UPI
2861,706,2024-12-06,2024-12-10,West,Credit Card
2862,1777,2024-05-13,2024-05-16,West,UPI
2863,1940,2024-12-21,2024-12-27,West,UPI
2864,638,2023-04-09,2023-04-11,East,UPI
2865,1372,2024-03-16,2024-03-23,South,Credit Card
2866,1773,2023-10-14,2023-10-18,South,Credit Card
2867,1388,2023-10-07,2023-10-09,West,Debit Card
2868,700,2023-12-01,2023-12-05,West,Credit Card
2869,1620,2023-12-13,2023-12-19,West,Credit Card
2870,1372,2024-05-30,2024-05-31,South,Credit Card
2871,967,2023-11-02,2023-11-07,West,Debit Card
2872,802,2023-03-12,2023-03-14,North,Credit Card
2873,1635,2024-12-07,2024-12-10,North,UPI
2874,1406,2024-06-04,2024-06-05,East,Debit Card
2875,1003,2023-11-10,2023-11-11,North,Credit Card
2876,533,2023-06-20,2023-06-27,West,Debit Card
2877,1372,2023-06-03,2023-06-10,South,COD
2878,1079,2024-03-04,2024-03-06,West,Debit Card
2879,675,2023-04-28,2023-05-03,West,Debit Card
2880,631,2023-08-27,2023-08-29,South,Credit Card
2881,1769,2024-03-26,2024-03-27,North,Wallet
2882,706,2024-03-31,2024-04-07,West,UPI
2883,1241,2024-01-09,2024-01-13,West,Debit Card
2884,1067,2024-03-11,2024-03-14,East,Net Banking
2885,1506,2023-08-17,2023-08-22,West,UPI
2886,391,2024-06-10,2024-06-12,West,UPI
2887,193,2023-05-06,2023-05-13,West,Wallet
2888,1120,2024-12-12,2024-12-13,East,Credit Card
2889,1915,2023-03-01,2023-03-10,West,Debit Card
2890,1261,2023-03-05,2023-03-07,West,COD
2891,896,2023-08-13,2023-08-14,East,UPI
2892,1372,2024-11-02,2024-11-03,South,Net Banking
2893,518,2023-09-12,2023-09-15,West,COD
2894,1609,2023-11-29,2023-12-03,South,UPI
2895,1904,2023-10-14,2023-10-17,South,Credit Card
2896,1228,2024-05-24,2024-05-25,East,Net Banking
2897,1234,2024-01-16,2024-01-23,East,UPI
2898,679,2023-10-26,2023-10-28,West,UPI
2899,830,2023-12-24,2023-12-25,South,Debit Card
2900,1621,2024-04-12,2024-04-13,West,Credit Card
2901,1773,2023-12-16,2023-12-20,East,Wallet
2902,1773,2023-09-28,2023-09-30,East,Wallet
2903,1798,2024-05-20,2024-05-21,North,Net Banking
2904,679,2023-07-12,2023-07-15,West,COD
2905,309,2023-10-10,2023-10-11,West,Debit Card
2906,201,2023-03-01,2023-03-06,East,Debit Card
2907,1372,2023-02-17,2023-02-18,South,Debit Card
2908,1372,2024-01-17,2024-01-18,North,Debit Card
2909,423,2024-11-20,2024-11-24,South,Debit Card
2910,1506,2024-11-22,2024-11-26,West,Credit Card
2911,162,2024-04-05,2024-04-09,South,Debit Card
2912,1773,2023-09-24,2023-09-25,East,UPI
2913,1053,2023-09-21,2023-09-27,North,Net Banking
2914,471,2024-05-21,2024-05-22,West,Debit Card
2915,1635,2023-10-08,2023-10-21,North,Credit Card
2916,1769,2024-03-04,2024-03-05,North,Net Banking
2917,1452,2024-08-16,2024-08-17,East,Credit Card
2918,1814,2024-11-12,2024-11-15,North,Credit Card
2919,804,2024-12-28,2024-12-30,North,Credit Card
2920,1372,2023-12-19,2023-12-24,North,Debit Card
2921,1713,2023-10-10,2023-10-15,West,COD
2922,1261,2023-04-03,2023-04-04,West,Debit Card
2923,1557,2024-06-02,2024-06-07,West,Net Banking
2924,778,2024-08-01,2024-08-05,North,UPI
2925,990,2024-04-18,2024-04-21,East,Debit Card
2926,340,2023-11-14,2023-11-24,West,Debit Card
2927,1188,2024-12-16,2024-12-19,West,Debit Card
2928,1372,2024-01-02,2024-01-08,South,UPI
2929,1714,2023-05-08,2023-05-12,West,Net Banking
2930,1962,2024-11-25,2024-11-26,South,Debit Card
2931,1773,2024-10-03,2024-10-05,East,Debit Card
2932,1165,2024-04-24,2024-04-25,West,Debit Card
2933,443,2023-11-18,2023-12-06,West,Net Banking
2934,291,2024-10-25,2024-10-26,North,Net Banking
2935,1104,2024-07-05,2024-07-07,West,UPI
2936,1372,2024-02-01,2024-02-08,South,UPI
2937,1239,2024-08-18,2024-08-19,West,UPI
2938,1773,2024-10-18,2024-10-20,East,Debit Card
2939,575,2024-12-07,2024-12-08,South,UPI
2940,1373,2023-01-08,2023-01-10,North,UPI
2941,1234,2023-04-30,2023-05-02,East,Credit Card
2942,1773,2024-03-31,2024-04-01,East,UPI
2943,1342,2023-06-21,2023-07-03,West,UPI
2944,1372,2024-02-09,2024-02-11,South,Credit Card
2945,1635,2024-04-15,2024-04-17,North,UPI
2946,71,2024-11-16,2024-11-17,South,Credit Card
2947,62,2024-03-24,2024-03-25,West,Debit Card
2948,1327,2024-01-12,2024-01-13,South,Debit Card
2949,162,2024-10-19,2024-11-02,South,UPI
2950,830,2024-10-03,2024-10-05,South,COD
2951,675,2023-06-21,2023-06-24,West,COD
2952,1962,2024-07-01,2024-07-13,North,Credit Card
2953,1003,2024-03-05,2024-03-12,North,Debit Card
2954,1372,2024-12-09,2024-12-14,South,Credit Card
2955,1677,2024-12-05,2024-12-17,East,Net Banking
2956,1372,2023-08-16,2023-08-18,South,UPI
2957,1406,2024-10-22,2024-10-23,East,Credit Card
2958,1773,2024-06-29,2024-07-03,East,UPI
2959,1773,2023-08-26,2023-08-27,East,Credit Card
2960,706,2024-10-06,2024-10-09,West,Credit Card
2961,1406,2024-07-24,2024-07-25,East,UPI
2962,1131,2024-09-01,2024-09-07,South,UPI
2963,884,2024-07-27,2024-07-31,West,UPI
2964,1143,2023-03-20,2023-03-22,East,Net Banking
2965,1549,2025-01-05,2025-01-06,South,Net Banking
2966,580,2024-06-21,2024-06-25,East,Net Banking
2967,1773,2023-06-09,2023-06-14,East,Debit Card
2968,1711,2023-11-23,2023-11-25,North,Credit Card
2969,899,2023-11-12,2023-11-14,East,UPI
2970,1677,2024-06-28,2024-07-01,East,Wallet
2971,1097,2023-11-30,2023-12-10,North,Debit Card
2972,1773,2024-06-04,2024-06-08,East,UPI
2973,114,2023-01-20,2023-01-22,West,UPI
2974,700,2024-12-19,2024-12-22,West,UPI
2975,772,2023-08-23,2023-08-26,East,Wallet
2976,1193,2024-07-15,2024-07-19,West,UPI
2977,1372,2024-05-03,2024-05-05,South,Net Banking
2978,679,2024-12-15,2024-12-29,West,Credit Card
2979,1239,2023-06-10,2023-06-11,West,Debit Card
2980,1773,2024-03-21,2024-04-05,East,Net Banking
2981,766,2024-07-23,2024-08-02,West,UPI
2982,1714,2024-12-29,2024-12-30,West,Debit Card
2983,1261,2023-07-14,2023-07-22,West,Credit Card
2984,706,2023-03-11,2023-03-13,West,UPI
2985,1372,2024-11-14,2024-11-16,South,UPI
2986,1538,2023-04-08,2023-04-09,West,UPI
2987,1142,2024-02-07,2024-02-08,West,Wallet
2988,1506,2023-11-14,2023-11-16,West,Net Banking
2989,1293,2023-02-27,2023-02-28,West,UPI
2990,313,2024-10-05,2024-10-07,North,COD
2991,1940,2024-07-23,2024-07-26,West,COD
2992,1033,2023-12-24,2023-12-25,South,COD
2993,1406,2023-07-06,2023-07-12,East,Credit Card
2994,1142,2023-05-24,2023-05-26,West,Credit Card
2995,1583,2025-02-25,2025-02-26,West,Debit Card
2996,1538,2024-10-15,2024-10-22,West,Debit Card
2997,1033,2024-11-03,2024-11-07,North,UPI
2998,1512,2024-12-28,2024-12-30,West,Wallet
2999,1372,2023-09-25,2023-09-26,South,UPI
3000,675,2025-02-12,2025-02-13,West,Wallet
3001,706,2023-07-06,2023-07-08,West,Net Banking
3002,1372,2024-08-26,2024-08-27,East,UPI
3003,802,2023-04-11,2023-04-12,North,UPI
3004,1168,2023-05-04,2023-05-10,East,UPI
3005,1406,2024-03-22,2024-03-24,East,Credit Card
3006,1773,2023-06-28,2023-06-29,East,Net Banking
3007,1602,2024-12-18,2024-12-21,South,Net Banking
3008,1530,2024-11-01,2024-11-06,West,COD
3009,1833,2024-01-28,2024-01-29,East,Credit Card
3010,1372,2023-11-14,2023-11-16,East,UPI
3011,1786,2024-10-21,2024-10-23,East,Wallet
3012,1570,2024-05-31,2024-06-01,West,COD
3013,742,2023-04-06,2023-04-07,South,Credit Card
3014,1372,2024-11-27,2024-12-04,South,COD
3015,1635,2024-06-15,2024-06-16,West,Net Banking
3016,1762,2024-10-22,2024-10-23,North,UPI
3017,1635,2023-07-28,2023-08-02,North,Debit Card
3018,1298,2024-01-31,2024-02-01,South,Debit Card
3019,830,2024-08-04,2024-08-05,South,UPI
3020,275,2023-12-12,2023-12-15,West,Net Banking
3021,1188,2023-04-15,2023-04-21,West,UPI
3022,518,2024-05-18,2024-05-22,West,Credit Card
3023,486,2024-11-18,2024-11-23,West,Net Banking
