order_id,product_id,quantity,selling_price,discount,customer_id,order_date,region,payment_mode,category,sub_category,brand,cost_price,revenue,cost_total,profit,discount_impact,is_return,margin_pct
1474,64,1,249.05,15,1261,2023-03-17,West,Debit Card,Clothing,Accessories,StyleCraft,130.75,249.05,130.75,118.30000000000001,37.3575,False,47.5
1475,246,3,93.1,5,1083,2023-08-31,East,UPI,Clothing,Accessories,StyleCraft,45.28,279.29999999999995,135.84,143.45999999999995,13.964999999999998,False,51.36
1476,105,2,2418.75,25,1999,2023-12-26,West,Wallet,Electronics,Mobile Phones,TechPro,1879.1,4837.5,3758.2,1079.3000000000002,1209.375,False,22.31
1476,195,1,299.0,0,1999,2023-12-26,West,Wallet,Sports & Outdoors,Team Sports,TrailBlazer,138.27,299.0,138.27,160.73,0.0,False,53.76
1477,31,1,180.2,15,123,2024-06-25,North,UPI,Clothing,Kids' Wear,StyleCraft,93.34,180.2,93.34,86.85999999999999,27.03,True,48.2
1477,401,3,2244.45,35,123,2024-06-25,North,UPI,Electronics,Headphones,TechPro,2221.6,6733.349999999999,6664.799999999999,68.55000000000018,2356.6724999999997,True,1.02
1477,294,2,29.7,10,123,2024-06-25,North,UPI,Clothing,Accessories,TrendSetter,14.11,59.4,28.22,31.18,5.94,False,52.49
1478,145,1,248.9,5,1982,2023-11-27,North,Debit Card,Home & Kitchen,Bedding,HomeEase,165.19,248.9,165.19,83.71000000000001,12.445,False,33.63
1478,68,2,33.3,10,1982,2023-11-27,North,Debit Card,Clothing,Men's Wear,UrbanFit,16.86,66.6,33.72,32.879999999999995,6.66,False,49.37
1478,302,1,172.0,0,1982,2023-11-27,North,Debit Card,Clothing,Footwear,UrbanFit,69.27,172.0,69.27,102.73,0.0,False,59.73
1479,248,2,231.2,15,1406,2024-02-28,East,Credit Card,Clothing,Footwear,TrendSetter,142.58,462.4,285.16,177.23999999999995,69.36,False,38.33
1479,498,1,263.0,0,1406,2024-02-28,East,Credit Card,Clothing,Women's Wear,FashionHub,105.7,263.0,105.7,157.3,0.0,True,59.81
1480,371,1,172.55,15,1562,2024-04-20,South,Credit Card,Sports & Outdoors,Camping,OutdoorPro,100.55,172.55,100.55,72.00000000000001,25.8825,False,41.73
1481,240,3,41.8,5,1406,2023-07-03,East,Net Banking,Books,Magazines,KnowledgeFirst,18.04,125.39999999999999,54.12,71.28,6.27,False,56.84
1481,414,3,136.85,15,1406,2023-07-03,East,Net Banking,Sports & Outdoors,Team Sports,SportMax,73.2,410.54999999999995,219.60000000000002,190.94999999999993,61.58249999999999,False,46.51
1482,486,1,92.0,0,1372,2023-03-02,South,Debit Card,Home & Kitchen,Furniture,DreamHome,54.34,92.0,54.34,37.66,0.0,True,40.93
1482,287,1,1162.0,0,1372,2023-03-02,South,Debit Card,Electronics,Headphones,NovaTech,659.97,1162.0,659.97,502.03,0.0,False,43.2
1482,287,1,929.6,20,1372,2023-03-02,South,Debit Card,Electronics,Headphones,NovaTech,659.97,929.6,659.97,269.63,185.92,False,29.0
1483,420,1,172.8,20,735,2023-05-29,West,Wallet,Clothing,Women's Wear,ClassicWear,103.64,172.8,103.64,69.16000000000001,34.56,False,40.02
1483,175,1,496.4,15,735,2023-05-29,West,Wallet,Sports & Outdoors,Team Sports,TrailBlazer,270.6,496.4,270.6,225.79999999999995,74.46,False,45.49
1484,340,1,2172.1,30,1974,2024-09-11,North,COD,Electronics,Laptops,SkyNet,1897.92,2172.1,1897.92,274.17999999999984,651.63,False,12.62
1485,439,1,261.9,10,612,2024-05-17,East,Credit Card,Home & Kitchen,Bedding,LivingSpace,183.71,261.9,183.71,78.18999999999997,26.19,False,29.85
1485,147,1,64.0,0,612,2024-05-17,East,Credit Card,Books,Magazines,PageTurner,25.16,64.0,25.16,38.84,0.0,False,60.69
1486,283,2,609.45,15,232,2024-07-18,North,Credit Card,Home & Kitchen,Storage,KitchenKing,360.69,1218.9,721.38,497.5200000000001,182.835,False,40.82
1487,233,1,2756.8,20,830,2024-04-22,South,Credit Card,Electronics,Headphones,ZoomTech,2013.5,2756.8,2013.5,743.3000000000002,551.36,False,26.96
1488,208,1,164.0,0,1372,2024-11-22,South,Net Banking,Sports & Outdoors,Camping,FitLife,73.89,164.0,73.89,90.11,0.0,False,54.95
1488,158,1,179.35,15,1372,2024-11-22,South,Net Banking,Clothing,Accessories,FashionHub,94.3,179.35,94.3,85.05,26.9025,False,47.42
1489,140,1,659.25,25,1372,2024-08-12,South,UPI,Electronics,Headphones,NovaTech,504.51,659.25,504.51,154.74,164.8125,False,23.47
1490,250,1,55.1,5,1773,2023-10-30,East,UPI,Sports & Outdoors,Cycling,FitLife,30.77,55.1,30.77,24.330000000000002,2.755,False,44.16
1491,264,1,35.0,0,518,2024-03-01,West,COD,Books,Non-Fiction,StoryHouse,13.34,35.0,13.34,21.66,0.0,False,61.89
1492,271,1,79.0,0,917,2024-07-20,North,UPI,Books,Magazines,KnowledgeFirst,37.04,79.0,37.04,41.96,0.0,False,53.11
1492,9,1,106.2,10,917,2024-07-20,North,UPI,Clothing,Accessories,FashionHub,61.01,106.2,61.01,45.190000000000005,10.62,False,42.55
1493,362,3,27.0,10,1188,2024-06-27,West,COD,Books,Fiction,KnowledgeFirst,11.33,81.0,33.99,47.01,8.1,False,58.04
1493,110,1,68.0,0,1188,2024-06-27,West,COD,Clothing,Footwear,UrbanFit,34.8,68.0,34.8,33.2,0.0,False,48.82
1494,151,2,377.15,5,706,2023-11-17,North,UPI,Home & Kitchen,Bedding,HomeEase,217.31,754.3,434.62,319.67999999999995,37.715,False,42.38
1495,154,2,81.9,10,272,2023-06-25,West,UPI,Clothing,Accessories,UrbanFit,43.91,163.8,87.82,75.98000000000002,16.38,False,46.39
1495,404,1,385.7,30,272,2023-06-25,West,UPI,Home & Kitchen,Decor,HomeEase,345.13,385.7,345.13,40.56999999999999,115.71,False,10.52
1496,259,1,14.45,15,85,2024-03-26,North,UPI,Books,Magazines,LearnHub,7.53,14.45,7.53,6.919999999999999,2.1675,False,47.89
1497,365,1,117.6,20,1798,2023-06-14,South,Wallet,Clothing,Women's Wear,UrbanFit,62.57,117.6,62.57,55.029999999999994,23.52,False,46.79
1497,493,1,409.6,20,1798,2023-06-14,South,Wallet,Home & Kitchen,Bedding,KitchenKing,305.98,409.6,305.98,103.62,81.92,False,25.3
1498,298,1,137.7,15,1798,2024-01-17,North,Debit Card,Clothing,Kids' Wear,TrendSetter,80.29,137.7,80.29,57.40999999999998,20.655,False,41.69
1498,204,2,1542.4,20,1798,2024-01-17,North,Debit Card,Electronics,Smartwatches,NovaTech,1207.89,3084.8,2415.78,669.02,616.96,False,21.69
1498,16,2,77.35,15,1798,2024-01-17,North,Debit Card,Clothing,Women's Wear,UrbanFit,47.31,154.7,94.62,60.079999999999984,23.205,False,38.84
1498,456,1,2612.8,20,1798,2024-01-17,North,Debit Card,Electronics,Cameras,ZoomTech,2059.17,2612.8,2059.17,553.6300000000001,522.56,False,21.19
1498,366,1,174.4,20,1798,2024-01-17,North,Debit Card,Clothing,Footwear,StyleCraft,103.85,174.4,103.85,70.55000000000001,34.88,False,40.45
1499,287,2,1162.0,0,230,2023-10-14,North,UPI,Electronics,Headphones,NovaTech,659.97,2324.0,1319.94,1004.06,0.0,False,43.2
1499,223,1,783.0,25,230,2023-10-14,North,UPI,Electronics,Cameras,NovaTech,675.86,783.0,675.86,107.13999999999999,195.75,False,13.68
1499,32,1,297.0,0,230,2023-10-14,North,UPI,Sports & Outdoors,Cycling,FitLife,137.49,297.0,137.49,159.51,0.0,False,53.71
1499,446,1,55.0,0,230,2023-10-14,North,UPI,Books,Educational,KnowledgeFirst,24.23,55.0,24.23,30.77,0.0,False,55.95
1499,83,1,534.0,0,230,2023-10-14,North,UPI,Home & Kitchen,Furniture,ComfortPro,338.79,534.0,338.79,195.20999999999998,0.0,False,36.56
1500,394,1,351.9,10,1002,2023-03-28,South,Credit Card,Home & Kitchen,Bedding,DreamHome,216.32,351.9,216.32,135.57999999999998,35.19,True,38.53
1501,390,1,91.5,25,1655,2023-04-09,West,UPI,Clothing,Accessories,ClassicWear,52.28,91.5,52.28,39.22,22.875,False,42.86
1501,158,1,211.0,0,1655,2023-04-09,West,UPI,Clothing,Accessories,FashionHub,94.3,211.0,94.3,116.7,0.0,True,55.31
1502,240,1,44.0,0,676,2024-04-11,East,Debit Card,Books,Magazines,KnowledgeFirst,18.04,44.0,18.04,25.96,0.0,False,59.0
1502,83,1,480.6,10,676,2024-04-11,East,Debit Card,Home & Kitchen,Furniture,ComfortPro,338.79,480.6,338.79,141.81,48.06,False,29.51
1502,28,2,126.0,10,676,2024-04-11,East,Debit Card,Sports & Outdoors,Fitness,ActiveGear,81.65,252.0,163.3,88.69999999999999,25.2,False,35.2
1503,484,2,75.0,0,1372,2023-12-25,South,UPI,Clothing,Accessories,TrendSetter,31.31,150.0,62.62,87.38,0.0,False,58.25
1503,415,1,240.35,5,1372,2023-12-25,South,UPI,Home & Kitchen,Bedding,HomeEase,146.48,240.35,146.48,93.87,12.0175,True,39.06
1503,239,1,253.65,5,1372,2023-12-25,South,UPI,Clothing,Accessories,UrbanFit,145.09,253.65,145.09,108.56,12.6825,False,42.8
1504,462,2,1652.7,30,1406,2023-01-20,South,COD,Electronics,Cameras,Electra,1375.33,3305.4,2750.66,554.7400000000002,991.62,True,16.78
1504,89,1,192.85,5,1406,2023-01-20,South,COD,Clothing,Accessories,FashionHub,90.22,192.85,90.22,102.63,9.6425,False,53.22
1505,59,1,133.9,35,599,2024-10-06,West,Debit Card,Clothing,Women's Wear,ClassicWear,100.37,133.9,100.37,33.53,46.865,False,25.04
1505,2,1,59.0,0,599,2024-10-06,West,Debit Card,Sports & Outdoors,Yoga,TrailBlazer,30.9,59.0,30.9,28.1,0.0,False,47.63
1505,487,1,524.0,0,599,2024-10-06,West,Debit Card,Home & Kitchen,Cookware,HomeEase,340.51,524.0,340.51,183.49,0.0,False,35.02
1505,466,1,248.8,20,599,2024-10-06,West,Debit Card,Home & Kitchen,Furniture,ComfortPro,193.99,248.8,193.99,54.81,49.76,False,22.03
1506,465,1,128.7,10,1372,2023-01-07,South,Debit Card,Clothing,Kids' Wear,ClassicWear,66.78,128.7,66.78,61.91999999999999,12.87,False,48.11
1506,191,1,375.3,10,1372,2023-01-07,South,Debit Card,Sports & Outdoors,Camping,SportMax,192.51,375.3,192.51,182.79000000000002,37.53,False,48.71
1506,67,1,11.4,5,1372,2023-01-07,South,Debit Card,Books,Comics,PageTurner,5.51,11.4,5.51,5.890000000000001,0.57,False,51.67
1506,36,1,155.8,5,1372,2023-01-07,South,Debit Card,Clothing,Kids' Wear,UrbanFit,65.81,155.8,65.81,89.99000000000001,7.79,False,57.76
1507,336,1,95.95,5,1406,2024-10-14,East,Credit Card,Clothing,Accessories,ClassicWear,53.89,95.95,53.89,42.06,4.7975,False,43.84
1508,260,1,179.0,0,1372,2024-03-20,South,Debit Card,Sports & Outdoors,Team Sports,FitLife,85.56,179.0,85.56,93.44,0.0,False,52.2
1509,221,1,36.1,5,1372,2023-12-08,South,Debit Card,Clothing,Kids' Wear,UrbanFit,18.43,36.1,18.43,17.67,1.805,False,48.95
1509,227,2,495.9,10,1372,2023-12-08,South,Debit Card,Home & Kitchen,Decor,HomeEase,314.77,991.8,629.54,362.26,99.18,False,36.53
1509,276,2,2248.8,20,1372,2023-12-08,South,Debit Card,Electronics,Smartwatches,ZoomTech,1793.46,4497.6,3586.92,910.6800000000003,899.52,False,20.25
1509,136,2,46.0,0,1372,2023-12-08,South,Debit Card,Clothing,Men's Wear,FashionHub,19.0,92.0,38.0,54.0,0.0,False,58.7
1509,330,1,4166.7,15,1372,2023-12-08,South,Debit Card,Electronics,Mobile Phones,TechPro,2793.58,4166.7,2793.58,1373.12,625.005,False,32.95
1510,362,1,27.0,10,747,2024-12-19,South,UPI,Books,Fiction,KnowledgeFirst,11.33,27.0,11.33,15.67,2.7,False,58.04
1510,359,1,27.0,10,747,2024-12-19,South,UPI,Books,Non-Fiction,PageTurner,14.76,27.0,14.76,12.24,2.7,False,45.33
1511,281,1,122.4,10,1600,2023-03-22,South,UPI,Sports & Outdoors,Team Sports,TrailBlazer,64.27,122.4,64.27,58.13000000000001,12.24,False,47.49
1512,159,1,25.2,10,750,2024-12-17,West,UPI,Clothing,Footwear,FashionHub,13.41,25.2,13.41,11.79,2.52,False,46.79
1512,69,2,299.0,0,750,2024-12-17,West,UPI,Sports & Outdoors,Camping,SportMax,167.09,598.0,334.18,263.82,0.0,False,44.12
1513,329,1,174.0,0,1444,2024-12-30,East,UPI,Clothing,Accessories,ClassicWear,72.9,174.0,72.9,101.1,0.0,False,58.1
1514,255,1,2125.2,40,1814,2023-06-04,North,Debit Card,Electronics,Smartwatches,Electra,2075.99,2125.2,2075.99,49.210000000000036,850.08,False,2.32
1514,288,3,1267.2,20,1814,2023-06-04,North,Debit Card,Electronics,Mobile Phones,ZoomTech,929.88,3801.6000000000004,2789.64,1011.9600000000005,760.32,True,26.62
1514,147,1,64.0,0,1814,2023-06-04,North,Debit Card,Books,Magazines,PageTurner,25.16,64.0,25.16,38.84,0.0,False,60.69
1515,428,1,36.9,10,706,2024-03-14,South,UPI,Home & Kitchen,Furniture,LivingSpace,22.15,36.9,22.15,14.75,3.69,False,39.97
1515,335,2,464.95,15,706,2024-03-14,South,UPI,Sports & Outdoors,Yoga,ActiveGear,254.68,929.9,509.36,420.53999999999996,139.485,False,45.22
1515,306,1,238.5,10,706,2024-03-14,South,UPI,Clothing,Men's Wear,UrbanFit,111.05,238.5,111.05,127.45,23.85,True,53.44
1515,189,1,484.2,10,706,2024-03-14,South,UPI,Home & Kitchen,Cookware,ComfortPro,320.15,484.2,320.15,164.05,48.42,False,33.88
1515,117,1,92.0,0,706,2024-03-14,South,UPI,Clothing,Footwear,ClassicWear,42.53,92.0,42.53,49.47,0.0,False,53.77
1516,91,1,134.0,0,1120,2024-01-22,North,Net Banking,Clothing,Accessories,TrendSetter,68.6,134.0,68.6,65.4,0.0,False,48.81
1516,204,2,1928.0,0,1120,2024-01-22,North,Net Banking,Electronics,Smartwatches,NovaTech,1207.89,3856.0,2415.78,1440.2199999999998,0.0,False,37.35
1517,229,1,436.5,10,813,2023-04-27,North,Wallet,Sports & Outdoors,Camping,ActiveGear,240.8,436.5,240.8,195.7,43.65,False,44.83
1517,13,1,126.4,20,813,2023-04-27,North,Wallet,Sports & Outdoors,Team Sports,SportMax,92.79,126.4,92.79,33.61,25.28,False,26.59
1517,479,1,197.1,10,813,2023-04-27,North,Wallet,Clothing,Accessories,ClassicWear,225.07,197.1,225.07,-27.97,19.71,False,-14.19
1518,19,1,2527.7,30,1372,2024-07-27,South,Credit Card,Electronics,Smartwatches,Electra,2070.38,2527.7,2070.38,457.3199999999997,758.31,False,18.09
1518,300,2,38.0,0,1372,2024-07-27,South,Credit Card,Books,Comics,PageTurner,17.66,76.0,35.32,40.68,0.0,False,53.53
1519,354,1,137.7,10,1549,2024-06-05,South,Credit Card,Clothing,Men's Wear,StyleCraft,75.09,137.7,75.09,62.609999999999985,13.77,False,45.47
1519,204,2,1928.0,0,1549,2024-06-05,South,Credit Card,Electronics,Smartwatches,NovaTech,1207.89,3856.0,2415.78,1440.2199999999998,0.0,False,37.35
1519,147,3,64.0,0,1549,2024-06-05,South,Credit Card,Books,Magazines,PageTurner,25.16,192.0,75.48,116.52,0.0,False,60.69
1520,441,1,142.2,10,1327,2023-02-27,South,Wallet,Clothing,Footwear,FashionHub,83.34,142.2,83.34,58.859999999999985,14.22,False,41.39
1520,20,1,3245.4,10,1327,2023-02-27,South,Wallet,Electronics,Mobile Phones,NovaTech,2097.86,3245.4,2097.86,1147.54,324.54,False,35.36
1520,187,1,473.1,5,1327,2023-02-27,South,Wallet,Home & Kitchen,Decor,DreamHome,273.43,473.1,273.43,199.67000000000002,23.655,False,42.2
1520,278,1,516.6,10,1327,2023-02-27,South,Wallet,Home & Kitchen,Furniture,LivingSpace,325.63,516.6,325.63,190.97000000000003,51.66,True,36.97
1521,455,2,162.0,10,1609,2024-01-11,South,COD,Home & Kitchen,Furniture,KitchenKing,90.67,324.0,181.34,142.66,32.4,False,44.03
1521,159,3,26.6,5,1609,2024-01-11,South,COD,Clothing,Footwear,FashionHub,13.41,79.80000000000001,40.230000000000004,39.57000000000001,3.9900000000000007,False,49.59
1522,432,1,894.0,25,1066,2024-01-08,North,Debit Card,Electronics,Headphones,NovaTech,703.48,894.0,703.48,190.51999999999998,223.5,False,21.31
1523,7,2,1804.0,0,1962,2023-02-23,South,Net Banking,Electronics,Smartwatches,SkyNet,1027.55,3608.0,2055.1,1552.9,0.0,False,43.04
1524,174,1,184.8,30,706,2024-10-28,West,UPI,Clothing,Footwear,ClassicWear,121.64,184.8,121.64,63.16000000000001,55.44,False,34.18
1524,460,1,40.5,10,706,2024-10-28,West,UPI,Home & Kitchen,Furniture,KitchenKing,27.16,40.5,27.16,13.34,4.05,False,32.94
1525,360,1,1779.0,25,1372,2024-01-16,South,UPI,Electronics,Cameras,TechPro,1352.82,1779.0,1352.82,426.18000000000006,444.75,False,23.96
1525,279,1,150.1,5,1372,2024-01-16,South,UPI,Clothing,Footwear,StyleCraft,78.93,150.1,78.93,71.16999999999999,7.505,False,47.42
1525,456,1,2776.1,15,1372,2024-01-16,South,UPI,Electronics,Cameras,ZoomTech,2059.17,2776.1,2059.17,716.9299999999998,416.415,True,25.83
1526,334,1,226.1,5,1234,2025-01-31,East,UPI,Clothing,Women's Wear,ClassicWear,117.26,226.1,117.26,108.83999999999999,11.305,False,48.14
1526,44,2,1022.0,0,1234,2025-01-31,East,UPI,Electronics,Cameras,SkyNet,626.52,2044.0,1253.04,790.96,0.0,False,38.7
1527,17,1,196.0,20,1773,2023-03-13,East,Debit Card,Clothing,Men's Wear,TrendSetter,106.56,196.0,106.56,89.44,39.2,False,45.63
1527,386,1,237.0,0,1773,2023-03-13,East,Debit Card,Sports & Outdoors,Yoga,TrailBlazer,138.79,237.0,138.79,98.21000000000001,0.0,False,41.44
1527,200,1,1152.0,25,1773,2023-03-13,East,Debit Card,Electronics,Mobile Phones,SkyNet,892.24,1152.0,892.24,259.76,288.0,False,22.55
1528,49,2,3480.3,10,1773,2024-12-01,East,COD,Electronics,Smartwatches,SkyNet,2456.85,6960.6,4913.7,2046.9000000000005,696.06,False,29.41
1529,56,1,40.0,0,468,2024-10-13,South,UPI,Books,Non-Fiction,KnowledgeFirst,19.13,40.0,19.13,20.87,0.0,False,52.18
1529,352,1,203.3,5,468,2024-10-13,South,UPI,Clothing,Men's Wear,StyleCraft,115.2,203.3,115.2,88.10000000000001,10.165,False,43.33
1529,377,1,765.6,20,468,2024-10-13,South,UPI,Electronics,Cameras,NovaTech,594.31,765.6,594.31,171.29000000000008,153.12,True,22.37
1529,305,2,391.0,0,468,2024-10-13,South,UPI,Sports & Outdoors,Camping,ActiveGear,230.1,782.0,460.2,321.8,0.0,False,41.15
1529,298,3,137.7,15,468,2024-10-13,South,UPI,Clothing,Kids' Wear,TrendSetter,80.29,413.09999999999997,240.87,172.22999999999996,61.96499999999999,False,41.69
1530,382,1,16.0,0,1779,2023-12-05,West,Net Banking,Books,Comics,LearnHub,5.71,16.0,5.71,10.29,0.0,False,64.31
1531,89,1,203.0,0,967,2024-02-26,West,UPI,Clothing,Accessories,FashionHub,90.22,203.0,90.22,112.78,0.0,False,55.56
1531,212,1,36.0,0,967,2024-02-26,West,UPI,Books,Non-Fiction,StoryHouse,12.88,36.0,12.88,23.119999999999997,0.0,False,64.22
1532,344,1,266.05,15,1986,2024-11-27,East,Wallet,Home & Kitchen,Decor,HomeEase,167.85,266.05,167.85,98.20000000000002,39.9075,False,36.91
1532,186,1,183.6,10,1986,2024-11-27,East,Wallet,Clothing,Kids' Wear,ClassicWear,105.51,183.6,105.51,78.08999999999999,18.36,False,42.53
1533,108,2,45.6,5,1659,2023-07-18,North,UPI,Books,Comics,LearnHub,19.36,91.2,38.72,52.480000000000004,4.56,False,57.54
1533,410,1,181.8,10,1659,2023-07-18,North,UPI,Sports & Outdoors,Camping,ActiveGear,103.94,181.8,103.94,77.86000000000001,18.18,False,42.83
1534,191,1,417.0,0,630,2024-07-07,West,Wallet,Sports & Outdoors,Camping,SportMax,192.51,417.0,192.51,224.49,0.0,False,53.83
1534,62,1,383.8,5,630,2024-07-07,West,Wallet,Home & Kitchen,Decor,HomeEase,209.07,383.8,209.07,174.73000000000002,19.19,False,45.53
1534,322,3,36.0,10,630,2024-07-07,West,Wallet,Books,Educational,LearnHub,16.89,108.0,50.67,57.33,10.8,False,53.08
1535,299,2,160.0,0,1635,2024-04-13,North,Debit Card,Clothing,Men's Wear,ClassicWear,81.72,320.0,163.44,156.56,0.0,False,48.92
1535,2,1,56.05,5,1635,2024-04-13,North,Debit Card,Sports & Outdoors,Yoga,TrailBlazer,30.9,56.05,30.9,25.15,2.8025,False,44.87
1536,228,1,37.0,0,1372,2023-12-07,South,UPI,Books,Non-Fiction,KnowledgeFirst,17.2,37.0,17.2,19.8,0.0,False,53.51
1537,133,2,71.0,0,585,2024-03-26,North,Debit Card,Books,Comics,WordCraft,25.64,142.0,51.28,90.72,0.0,False,63.89
1537,488,1,192.0,25,585,2024-03-26,North,Debit Card,Clothing,Women's Wear,StyleCraft,117.94,192.0,117.94,74.06,48.0,False,38.57
1538,158,2,211.0,0,4,2024-03-20,West,Debit Card,Clothing,Accessories,FashionHub,94.3,422.0,188.6,233.4,0.0,True,55.31
1538,491,2,384.75,5,4,2024-03-20,West,Debit Card,Sports & Outdoors,Cycling,OutdoorPro,204.62,769.5,409.24,360.26,38.475,False,46.82
1538,93,1,73.8,10,4,2024-03-20,West,Debit Card,Sports & Outdoors,Yoga,SportMax,46.06,73.8,46.06,27.739999999999995,7.38,False,37.59
1539,252,2,564.0,25,967,2023-12-21,West,UPI,Home & Kitchen,Bedding,HomeEase,410.2,1128.0,820.4,307.6,282.0,False,27.27
1540,351,1,24.7,5,917,2023-11-24,North,Net Banking,Books,Comics,PageTurner,12.11,24.7,12.11,12.59,1.235,False,50.97
1541,121,1,432.65,15,1443,2024-10-12,South,UPI,Home & Kitchen,Storage,KitchenKing,287.15,432.65,287.15,145.5,64.8975,False,33.63
1542,279,3,126.4,20,885,2024-05-19,South,UPI,Clothing,Footwear,StyleCraft,78.93,379.20000000000005,236.79000000000002,142.41000000000003,75.84,False,37.56
1542,294,1,33.0,0,885,2024-05-19,South,UPI,Clothing,Accessories,TrendSetter,14.11,33.0,14.11,18.89,0.0,False,57.24
1543,306,1,265.0,0,1773,2023-06-09,East,Debit Card,Clothing,Men's Wear,UrbanFit,111.05,265.0,111.05,153.95,0.0,False,58.09
1543,22,1,2822.0,15,1773,2023-06-09,East,Debit Card,Electronics,Laptops,Electra,2323.28,2822.0,2323.28,498.7199999999998,423.3,False,17.67
1543,487,2,471.6,10,1773,2023-06-09,East,Debit Card,Home & Kitchen,Cookware,HomeEase,340.51,943.2,681.02,262.18000000000006,94.32,True,27.8
1544,99,1,144.0,10,1982,2023-12-16,North,Debit Card,Clothing,Footwear,ClassicWear,76.66,144.0,76.66,67.34,14.4,True,46.76
1544,241,1,416.0,0,1982,2023-12-16,North,Debit Card,Sports & Outdoors,Team Sports,FitLife,227.27,416.0,227.27,188.73,0.0,False,45.37
1544,22,3,2822.0,15,1982,2023-12-16,North,Debit Card,Electronics,Laptops,Electra,2323.28,8466.0,6969.84,1496.1599999999999,1269.9,True,17.67
1545,25,1,373.5,10,1372,2024-11-10,South,Credit Card,Home & Kitchen,Decor,KitchenKing,263.63,373.5,263.63,109.87,37.35,False,29.42
1546,47,2,187.15,5,1985,2024-05-25,North,Credit Card,Clothing,Women's Wear,UrbanFit,99.69,374.3,199.38,174.92000000000002,18.715,False,46.73
1546,495,1,446.4,20,1985,2024-05-25,North,Credit Card,Sports & Outdoors,Fitness,OutdoorPro,254.31,446.4,254.31,192.08999999999997,89.28,False,43.03
1547,178,2,1065.15,55,565,2024-09-03,West,Wallet,Electronics,Laptops,TechPro,1521.67,2130.3,3043.34,-913.04,1171.6650000000002,False,-42.86
1547,260,2,170.05,5,565,2024-09-03,West,Wallet,Sports & Outdoors,Team Sports,FitLife,85.56,340.1,171.12,168.98000000000002,17.005,False,49.69
1548,496,1,354.6,10,1562,2024-06-28,South,Debit Card,Sports & Outdoors,Cycling,SportMax,207.6,354.6,207.6,147.00000000000003,35.46,False,41.46
1549,439,1,247.35,15,679,2023-12-23,West,UPI,Home & Kitchen,Bedding,LivingSpace,183.71,247.35,183.71,63.639999999999986,37.1025,False,25.73
1550,319,2,564.0,20,1372,2024-05-25,South,Wallet,Home & Kitchen,Furniture,ComfortPro,412.98,1128.0,825.96,302.03999999999996,225.6,False,26.78
1551,270,2,59.4,10,94,2023-07-15,North,UPI,Clothing,Kids' Wear,ClassicWear,34.49,118.8,68.98,49.81999999999999,11.88,False,41.94
1551,172,1,38.0,0,94,2023-07-15,North,UPI,Clothing,Kids' Wear,UrbanFit,19.82,38.0,19.82,18.18,0.0,False,47.84
1551,199,1,1538.0,0,94,2023-07-15,North,UPI,Electronics,Mobile Phones,NovaTech,907.17,1538.0,907.17,630.83,0.0,False,41.02
1551,98,1,464.4,10,94,2023-07-15,North,UPI,Sports & Outdoors,Camping,SportMax,251.8,464.4,251.8,212.59999999999997,46.44,False,45.78
1552,310,3,24.3,10,1463,2023-10-15,South,UPI,Sports & Outdoors,Yoga,OutdoorPro,12.97,72.9,38.910000000000004,33.99,7.29,False,46.63
1552,350,2,194.65,15,1463,2023-10-15,South,UPI,Sports & Outdoors,Fitness,TrailBlazer,117.12,389.3,234.24,155.06,58.395,False,39.83
1552,462,1,2124.9,10,1463,2023-10-15,South,UPI,Electronics,Cameras,Electra,1375.33,2124.9,1375.33,749.5700000000002,212.49,False,35.28
1553,459,2,251.75,5,1506,2024-08-31,West,Debit Card,Clothing,Men's Wear,TrendSetter,115.93,503.5,231.86,271.64,25.175,False,53.95
1553,405,1,3375.0,25,1506,2024-08-31,West,Debit Card,Electronics,Mobile Phones,SkyNet,2527.65,3375.0,2527.65,847.3499999999999,843.75,False,25.11
1554,235,1,543.0,0,679,2024-03-30,West,Wallet,Sports & Outdoors,Camping,TrailBlazer,282.94,543.0,282.94,260.06,0.0,True,47.89
1555,323,1,43.7,5,1372,2024-11-01,South,Debit Card,Home & Kitchen,Storage,DreamHome,24.92,43.7,24.92,18.78,2.185,False,42.97
1555,102,1,3336.75,25,1372,2024-11-01,South,Debit Card,Electronics,Mobile Phones,NovaTech,2457.71,3336.75,2457.71,879.04,834.1875,False,26.34
1555,194,1,112.5,10,1372,2024-11-01,South,Debit Card,Sports & Outdoors,Fitness,ActiveGear,74.21,112.5,74.21,38.290000000000006,11.25,False,34.04
1556,323,1,39.1,15,1372,2024-11-07,West,Debit Card,Home & Kitchen,Storage,DreamHome,24.92,39.1,24.92,14.18,5.865,False,36.27
1556,146,2,40.8,15,1372,2024-11-07,West,Debit Card,Books,Comics,WordCraft,17.99,81.6,35.98,45.62,12.24,False,55.91
1557,117,3,87.4,5,1773,2023-02-05,East,Debit Card,Clothing,Footwear,ClassicWear,42.53,262.20000000000005,127.59,134.61000000000004,13.110000000000003,False,51.34
1557,333,1,411.4,15,1773,2023-02-05,East,Debit Card,Home & Kitchen,Furniture,LivingSpace,257.9,411.4,257.9,153.5,61.71,False,37.31
1558,162,1,137.75,5,1754,2023-11-26,North,Debit Card,Clothing,Women's Wear,UrbanFit,75.39,137.75,75.39,62.36,6.8875,False,45.27
1558,100,1,450.0,0,1754,2023-11-26,North,Debit Card,Home & Kitchen,Storage,LivingSpace,240.74,450.0,240.74,209.26,0.0,False,46.5
