product_id,category,sub_category,brand,cost_price,selling_price,unit_margin_pct
425,Home & Kitchen,Storage,ComfortPro,50.34,80.0,37.07
426,Sports & Outdoors,Camping,OutdoorPro,309.8,587.0,47.22
427,Home & Kitchen,Furniture,ComfortPro,184.61,345.0,46.49
428,Home & Kitchen,Furniture,LivingSpace,22.15,41.0,45.98
429,Sports & Outdoors,Fitness,SportMax,179.15,338.0,47.0
430,Electronics,Laptops,TechPro,2155.59,3537.0,39.06
431,Electronics,Smartwatches,TechPro,1888.9,3030.0,37.66
432,Electronics,Headphones,NovaTech,703.48,1192.0,40.98
433,Books,Fiction,PageTurner,8.41,20.0,57.95
434,Books,Magazines,PageTurner,12.28,25.0,50.88
435,Sports & Outdoors,Fitness,SportMax,115.91,254.0,54.37
436,Clothing,Accessories,FashionHub,73.7,153.0,51.83
437,Clothing,Men's Wear,ClassicWear,57.06,111.0,48.59
438,Clothing,Men's Wear,ClassicWear,161.48,298.0,45.81
439,Home & Kitchen,Bedding,LivingSpace,183.71,291.0,36.87
440,Electronics,Laptops,NovaTech,1886.37,3052.0,38.19
441,Clothing,Footwear,FashionHub,83.34,158.0,47.25
442,Electronics,Mobile Phones,TechPro,1573.73,2597.0,39.4
443,Clothing,Kids' Wear,FashionHub,74.0,152.0,51.32
444,Home & Kitchen,Bedding,KitchenKing,182.92,288.0,36.49
445,Electronics,Headphones,ZoomTech,909.44,1410.0,35.5
446,Books,Educational,KnowledgeFirst,24.23,55.0,55.95
447,Clothing,Men's Wear,ClassicWear,43.24,105.0,58.82
448,Electronics,Laptops,Electra,1643.86,2693.0,38.96
449,Home & Kitchen,Storage,LivingSpace,466.99,427.0,-9.37
450,Books,Magazines,WordCraft,7.15,19.0,62.37
451,Sports & Outdoors,Fitness,SportMax,104.16,195.0,46.58
452,Sports & Outdoors,Yoga,ActiveGear,71.83,144.0,50.12
453,Sports & Outdoors,Camping,TrailBlazer,233.78,392.0,40.36
454,Sports & Outdoors,Yoga,OutdoorPro,124.8,243.0,48.64
455,Home & Kitchen,Furniture,KitchenKing,90.67,180.0,49.63
456,Electronics,Cameras,ZoomTech,2059.17,3266.0,36.95
457,Home & Kitchen,Cookware,KitchenKing,47.87,94.0,49.07
458,Sports & Outdoors,Camping,FitLife,123.28,211.0,41.57
459,Clothing,Men's Wear,TrendSetter,115.93,265.0,56.25
460,Home & Kitchen,Furniture,KitchenKing,27.16,45.0,39.64
461,Clothing,Kids' Wear,TrendSetter,74.63,162.0,53.93
462,Electronics,Cameras,Electra,1375.33,2361.0,41.75
463,Home & Kitchen,Decor,LivingSpace,119.44,185.0,35.44
464,Books,Fiction,StoryHouse,14.51,33.0,56.03
465,Clothing,Kids' Wear,ClassicWear,66.78,143.0,53.3
466,Home & Kitchen,Furniture,ComfortPro,193.99,311.0,37.62
467,Home & Kitchen,Storage,DreamHome,82.57,142.0,41.85
468,Clothing,Women's Wear,UrbanFit,54.69,128.0,57.27
469,Books,Educational,PageTurner,5.49,12.0,54.25
470,Sports & Outdoors,Cycling,OutdoorPro,32.66,59.0,44.64
471,Sports & Outdoors,Cycling,OutdoorPro,235.69,460.0,48.76
472,Clothing,Men's Wear,UrbanFit,67.82,149.0,54.48
473,Sports & Outdoors,Fitness,ActiveGear,96.81,195.0,50.35
474,Home & Kitchen,Furniture,DreamHome,109.78,183.0,40.01
475,Clothing,Men's Wear,StyleCraft,59.1,126.0,53.1
476,Books,Non-Fiction,PageTurner,21.75,57.0,61.84
477,Books,Fiction,LearnHub,13.57,28.0,51.54
478,Sports & Outdoors,Team Sports,ActiveGear,107.96,223.0,51.59
479,Clothing,Accessories,ClassicWear,225.07,219.0,-2.77
480,Sports & Outdoors,Fitness,TrailBlazer,62.27,135.0,53.87
481,Electronics,Laptops,ZoomTech,2092.88,1897.0,-10.33
482,Clothing,Footwear,TrendSetter,67.32,133.0,49.38
483,Home & Kitchen,Bedding,HomeEase,357.5,664.0,46.16
484,Clothing,Accessories,TrendSetter,31.31,75.0,58.25
485,Clothing,Men's Wear,FashionHub,115.46,248.0,53.44
486,Home & Kitchen,Furniture,DreamHome,54.34,92.0,40.93
487,Home & Kitchen,Cookware,HomeEase,340.51,524.0,35.02
488,Clothing,Women's Wear,StyleCraft,117.94,256.0,53.93
489,Home & Kitchen,Furniture,ComfortPro,162.11,301.0,46.14
490,Clothing,Men's Wear,TrendSetter,110.13,242.0,54.49
491,Sports & Outdoors,Cycling,OutdoorPro,204.62,405.0,49.48
492,Books,Educational,PageTurner,15.89,39.0,59.26
493,Home & Kitchen,Bedding,KitchenKing,305.98,512.0,40.24
494,Electronics,Mobile Phones,TechPro,1721.75,2869.0,39.99
495,Sports & Outdoors,Fitness,OutdoorPro,254.31,558.0,54.42
496,Sports & Outdoors,Cycling,SportMax,207.6,394.0,47.31
497,Sports & Outdoors,Fitness,SportMax,49.31,94.0,47.54
498,Clothing,Women's Wear,FashionHub,105.7,263.0,59.81
499,Clothing,Kids' Wear,TrendSetter,43.43,93.0,53.3
500,Home & Kitchen,Bedding,DreamHome,56.76,109.0,47.93
