order_id,order_date,year,quarter,month,region,payment_mode,category,sub_category,brand,product_id,quantity,revenue,profit,discount,margin_pct,is_return
2923,2024-06-02,2024,2,6,West,Net Banking,Clothing,Kids' Wear,StyleCraft,185,1,95.2,30.97,20,32.53,False
2924,2024-08-01,2024,3,8,North,UPI,Sports & Outdoors,Cycling,SportMax,358,1,48.0,20.88,0,43.5,False
2925,2024-04-18,2024,2,4,East,Debit Card,Clothing,Men's Wear,UrbanFit,210,1,119.0,67.84,0,57.01,True
2926,2023-11-14,2023,4,11,West,Debit Card,Home & Kitchen,Storage,DreamHome,316,3,297.6,100.92000000000002,20,33.91,False
2927,2024-12-16,2024,4,12,West,Debit Card,Home & Kitchen,Bedding,LivingSpace,439,1,232.8,49.09,20,21.09,False
2928,2024-01-02,2024,1,1,South,UPI,Home & Kitchen,Storage,DreamHome,467,1,134.9,52.33000000000001,5,38.79,False
2929,2023-05-08,2023,2,5,West,Net Banking,Electronics,Laptops,NovaTech,440,3,5493.6,-165.5099999999993,40,-3.01,True
2929,2023-05-08,2023,2,5,West,Net Banking,Sports & Outdoors,Fitness,SportMax,143,1,164.05,70.48000000000002,15,42.96,False
2930,2024-11-25,2024,4,11,South,Debit Card,Sports & Outdoors,Fitness,TrailBlazer,350,2,389.3,155.06,15,39.83,False
2931,2024-10-03,2024,4,10,East,Debit Card,Home & Kitchen,Furniture,ComfortPro,466,1,264.35,70.36000000000001,15,26.62,False
2931,2024-10-03,2024,4,10,East,Debit Card,Home & Kitchen,Furniture,ComfortPro,427,2,586.5,217.27999999999997,15,37.05,False
2931,2024-10-03,2024,4,10,East,Debit Card,Home & Kitchen,Bedding,LivingSpace,148,2,908.2,365.18000000000006,5,40.21,False
2932,2024-04-24,2024,2,4,West,Debit Card,Clothing,Kids' Wear,TrendSetter,298,1,153.9,73.61,5,47.83,False
2933,2023-11-18,2023,4,11,West,Net Banking,Books,Educational,PageTurner,492,2,66.3,34.519999999999996,15,52.07,False
2933,2023-11-18,2023,4,11,West,Net Banking,Electronics,Mobile Phones,NovaTech,375,1,1233.0,219.71000000000004,25,17.82,True
2934,2024-10-25,2024,4,10,North,Net Banking,Books,Non-Fiction,WordCraft,29,1,42.0,23.48,0,55.9,False
2935,2024-07-05,2024,3,7,West,UPI,Sports & Outdoors,Camping,OutdoorPro,275,1,306.9,138.90999999999997,10,45.26,False
2935,2024-07-05,2024,3,7,West,UPI,Home & Kitchen,Bedding,LivingSpace,150,1,480.8,136.86,20,28.47,False
2935,2024-07-05,2024,3,7,West,UPI,Clothing,Kids' Wear,FashionHub,280,2,283.5,109.91999999999999,25,38.77,True
2936,2024-02-01,2024,1,2,South,UPI,Sports & Outdoors,Fitness,SportMax,380,1,304.8,81.60000000000002,20,26.77,False
2936,2024-02-01,2024,1,2,South,UPI,Clothing,Kids' Wear,StyleCraft,341,1,258.0,127.74000000000001,0,49.51,False
2936,2024-02-01,2024,1,2,South,UPI,Books,Comics,LearnHub,211,1,29.0,16.05,0,55.34,False
2937,2024-08-18,2024,3,8,West,UPI,Clothing,Men's Wear,ClassicWear,373,1,92.0,53.68,0,58.35,False
2937,2024-08-18,2024,3,8,West,UPI,Clothing,Accessories,TrendSetter,91,1,134.0,65.4,0,48.81,False
2938,2024-10-18,2024,4,10,East,Debit Card,Electronics,Laptops,TechPro,135,1,621.6,58.889999999999986,30,9.47,False
2939,2024-12-07,2024,4,12,South,UPI,Electronics,Laptops,ZoomTech,481,1,1517.6,-575.2800000000002,20,-37.91,False
2939,2024-12-07,2024,4,12,South,UPI,Sports & Outdoors,Cycling,SportMax,358,1,48.0,20.88,0,43.5,False
2939,2024-12-07,2024,4,12,South,UPI,Home & Kitchen,Decor,LivingSpace,122,2,1216.8,522.62,10,42.95,False
2940,2023-01-08,2023,1,1,North,UPI,Clothing,Kids' Wear,StyleCraft,341,1,258.0,127.74000000000001,0,49.51,False
2940,2023-01-08,2023,1,1,North,UPI,Clothing,Women's Wear,StyleCraft,308,1,175.5,96.22,10,54.83,False
2941,2023-04-30,2023,2,4,East,Credit Card,Home & Kitchen,Cookware,ComfortPro,189,1,538.0,217.85000000000002,0,40.49,False
2942,2024-03-31,2024,1,3,East,UPI,Home & Kitchen,Storage,DreamHome,222,1,414.2,193.60999999999999,5,46.74,False
2942,2024-03-31,2024,1,3,East,UPI,Home & Kitchen,Bedding,LivingSpace,148,2,812.6,269.58000000000004,15,33.17,False
2943,2023-06-21,2023,2,6,West,UPI,Sports & Outdoors,Team Sports,FitLife,260,1,152.15,66.59,15,43.77,False
2943,2023-06-21,2023,2,6,West,UPI,Home & Kitchen,Cookware,ComfortPro,189,1,403.5,83.35000000000002,25,20.66,False
2944,2024-02-09,2024,1,2,South,Credit Card,Electronics,Mobile Phones,NovaTech,20,1,2704.5,606.6399999999999,25,22.43,False
2945,2024-04-15,2024,2,4,North,UPI,Books,Educational,WordCraft,331,1,26.0,15.87,0,61.04,False
2945,2024-04-15,2024,2,4,North,UPI,Clothing,Footwear,ClassicWear,174,1,250.8,129.16000000000003,5,51.5,True
2945,2024-04-15,2024,2,4,North,UPI,Home & Kitchen,Storage,HomeEase,290,2,1331.1,425.89999999999986,15,32.0,False
2946,2024-11-16,2024,4,11,South,Credit Card,Sports & Outdoors,Team Sports,SportMax,414,1,161.0,87.8,0,54.53,False
2946,2024-11-16,2024,4,11,South,Credit Card,Home & Kitchen,Storage,KitchenKing,283,2,1434.0,712.62,0,49.69,False
2947,2024-03-24,2024,1,3,West,Debit Card,Sports & Outdoors,Cycling,SportMax,496,1,374.3,166.70000000000002,5,44.54,False
2947,2024-03-24,2024,1,3,West,Debit Card,Books,Educational,KnowledgeFirst,6,3,120.0,74.07,0,61.72,False
2948,2024-01-12,2024,1,1,South,Debit Card,Electronics,Cameras,Electra,462,1,2006.85,631.52,15,31.47,True
2948,2024-01-12,2024,1,1,South,Debit Card,Clothing,Men's Wear,TrendSetter,97,2,55.8,23.019999999999996,10,41.25,False
2949,2024-10-19,2024,4,10,South,UPI,Clothing,Women's Wear,UrbanFit,365,3,396.90000000000003,209.19000000000003,10,52.71,False
2950,2024-10-03,2024,4,10,South,COD,Clothing,Accessories,ClassicWear,336,1,85.85,31.959999999999994,15,37.23,True
2950,2024-10-03,2024,4,10,South,COD,Electronics,Laptops,Electra,22,1,2324.0,0.7199999999997999,30,0.03,True
2950,2024-10-03,2024,4,10,South,COD,Home & Kitchen,Cookware,DreamHome,55,1,380.0,172.81,0,45.48,False
2950,2024-10-03,2024,4,10,South,COD,Home & Kitchen,Cookware,KitchenKing,142,1,588.8,120.79999999999995,20,20.52,False
2951,2023-06-21,2023,2,6,West,COD,Clothing,Accessories,UrbanFit,321,1,65.0,30.43,0,46.82,False
2952,2024-07-01,2024,3,7,North,Credit Card,Clothing,Footwear,UrbanFit,110,1,68.0,33.2,0,48.82,False
2953,2024-03-05,2024,1,3,North,Debit Card,Clothing,Accessories,FashionHub,89,3,517.6500000000001,246.99000000000012,15,47.71,False
2953,2024-03-05,2024,1,3,North,Debit Card,Home & Kitchen,Bedding,HomeEase,58,1,263.0,121.56,0,46.22,False
2954,2024-12-09,2024,4,12,South,Credit Card,Clothing,Women's Wear,StyleCraft,176,1,146.3,63.48000000000002,5,43.39,False
2955,2024-12-05,2024,4,12,East,Net Banking,Clothing,Kids' Wear,TrendSetter,327,1,151.0,73.87,0,48.92,True
2955,2024-12-05,2024,4,12,East,Net Banking,Sports & Outdoors,Team Sports,OutdoorPro,215,3,828.0,333.96,0,40.33,False
2955,2024-12-05,2024,4,12,East,Net Banking,Sports & Outdoors,Camping,ActiveGear,161,2,113.4,47.92,10,42.26,False
2955,2024-12-05,2024,4,12,East,Net Banking,Electronics,Headphones,Electra,381,1,595.8,178.87999999999994,10,30.02,False
2956,2023-08-16,2023,3,8,South,UPI,Electronics,Headphones,TechPro,401,1,2589.75,368.1500000000001,25,14.22,False
2957,2024-10-22,2024,4,10,East,Credit Card,Electronics,Mobile Phones,NovaTech,102,1,3781.65,1323.94,15,35.01,False
2958,2024-06-29,2024,2,6,East,UPI,Clothing,Accessories,UrbanFit,239,2,480.6,190.42000000000002,10,39.62,False
2958,2024-06-29,2024,2,6,East,UPI,Sports & Outdoors,Camping,ActiveGear,410,1,171.7,67.75999999999999,15,39.46,False
2959,2023-08-26,2023,3,8,East,Credit Card,Clothing,Accessories,TrendSetter,484,1,75.0,43.69,0,58.25,False
2960,2024-10-06,2024,4,10,West,Credit Card,Books,Fiction,LearnHub,356,1,66.0,41.15,0,62.35,False
2961,2024-07-24,2024,3,7,East,UPI,Sports & Outdoors,Fitness,FitLife,75,1,261.25,131.79,5,50.45,False
2962,2024-09-01,2024,3,9,South,UPI,Books,Educational,LearnHub,322,2,76.0,42.22,5,55.55,False
2962,2024-09-01,2024,3,9,South,UPI,Books,Fiction,LearnHub,338,1,39.6,21.150000000000002,10,53.41,False
2962,2024-09-01,2024,3,9,South,UPI,Clothing,Accessories,UrbanFit,321,1,65.0,30.43,0,46.82,False
2963,2024-07-27,2024,3,7,West,UPI,Electronics,Mobile Phones,Electra,254,1,1360.8,282.53999999999996,30,20.76,True
2964,2023-03-20,2023,1,3,East,Net Banking,Books,Educational,PageTurner,346,1,35.1,17.060000000000002,10,48.6,False
2964,2023-03-20,2023,1,3,East,Net Banking,Books,Educational,KnowledgeFirst,6,1,40.0,24.689999999999998,0,61.72,False
2965,2025-01-05,2025,1,1,South,Net Banking,Electronics,Laptops,Electra,232,2,3603.6,-80.36000000000013,35,-2.23,False
2966,2024-06-21,2024,2,6,East,Net Banking,Home & Kitchen,Cookware,DreamHome,203,3,837.9000000000001,349.50000000000006,5,41.71,False
2967,2023-06-09,2023,2,6,East,Debit Card,Clothing,Women's Wear,FashionHub,5,1,217.6,103.72,15,47.67,False
2968,2023-11-23,2023,4,11,North,Credit Card,Electronics,Cameras,SkyNet,152,1,1261.4,250.48000000000013,15,19.86,False
2968,2023-11-23,2023,4,11,North,Credit Card,Books,Magazines,StoryHouse,192,1,41.8,24.4,5,58.37,False
2968,2023-11-23,2023,4,11,North,Credit Card,Home & Kitchen,Bedding,LivingSpace,439,1,232.8,49.09,20,21.09,False
2969,2023-11-12,2023,4,11,East,UPI,Sports & Outdoors,Yoga,TrailBlazer,156,2,178.6,85.05999999999999,5,47.63,False
2970,2024-06-28,2024,2,6,East,Wallet,Clothing,Footwear,ClassicWear,324,3,314.4,101.48999999999998,20,32.28,True
2971,2023-11-30,2023,4,11,North,Debit Card,Home & Kitchen,Bedding,HomeEase,252,2,1278.4,458.0000000000001,15,35.83,False
2971,2023-11-30,2023,4,11,North,Debit Card,Clothing,Men's Wear,UrbanFit,210,2,226.1,123.78,5,54.75,False
2972,2024-06-04,2024,2,6,East,UPI,Home & Kitchen,Storage,DreamHome,467,2,255.6,90.46000000000001,10,35.39,False
2973,2023-01-20,2023,1,1,West,UPI,Clothing,Accessories,StyleCraft,103,1,51.0,27.91,0,54.73,False
2974,2024-12-19,2024,4,12,West,UPI,Books,Magazines,PageTurner,147,3,172.8,97.32000000000001,10,56.32,False
2974,2024-12-19,2024,4,12,West,UPI,Electronics,Mobile Phones,SkyNet,379,1,2520.25,696.46,15,27.63,False
2975,2023-08-23,2023,3,8,East,Wallet,Home & Kitchen,Decor,LivingSpace,196,1,155.7,60.36999999999999,10,38.77,False
2975,2023-08-23,2023,3,8,East,Wallet,Clothing,Women's Wear,ClassicWear,334,2,428.4,193.87999999999997,10,45.26,True
2975,2023-08-23,2023,3,8,East,Wallet,Sports & Outdoors,Camping,TrailBlazer,124,1,376.2,137.48,10,36.54,False
2975,2023-08-23,2023,3,8,East,Wallet,Clothing,Women's Wear,UrbanFit,236,1,55.1,31.84,5,57.79,False
2975,2023-08-23,2023,3,8,East,Wallet,Books,Comics,KnowledgeFirst,15,2,22.0,11.72,0,53.27,True
2976,2024-07-15,2024,3,7,West,UPI,Clothing,Footwear,ClassicWear,408,2,198.0,93.92,10,47.43,False
2977,2024-05-03,2024,2,5,South,Net Banking,Electronics,Smartwatches,ZoomTech,276,2,4778.7,1191.7799999999997,15,24.94,False
2977,2024-05-03,2024,2,5,South,Net Banking,Clothing,Accessories,ClassicWear,209,1,212.8,109.03000000000002,5,51.24,False
2977,2024-05-03,2024,2,5,South,Net Banking,Clothing,Women's Wear,ClassicWear,119,1,101.15,48.35000000000001,15,47.8,True
2978,2024-12-15,2024,4,12,West,Credit Card,Clothing,Kids' Wear,FashionHub,113,1,175.95,76.22999999999999,15,43.32,True
2978,2024-12-15,2024,4,12,West,Credit Card,Home & Kitchen,Bedding,HomeEase,483,2,1328.0,613.0,0,46.16,False
2979,2023-06-10,2023,2,6,West,Debit Card,Electronics,Smartwatches,SkyNet,367,1,1905.75,-317.90999999999985,45,-16.68,False
2980,2024-03-21,2024,1,3,East,Net Banking,Sports & Outdoors,Yoga,TrailBlazer,57,1,146.3,70.71000000000001,5,48.33,False
2981,2024-07-23,2024,3,7,West,UPI,Home & Kitchen,Cookware,HomeEase,70,1,395.25,99.63,25,25.21,False
2982,2024-12-29,2024,4,12,West,Debit Card,Electronics,Smartwatches,TechPro,12,1,1797.0,-102.6099999999999,0,-5.71,False
2982,2024-12-29,2024,4,12,West,Debit Card,Sports & Outdoors,Cycling,ActiveGear,353,1,127.0,62.61,0,49.3,False
2982,2024-12-29,2024,4,12,West,Debit Card,Books,Magazines,WordCraft,125,2,130.0,80.14,0,61.65,False
2983,2023-07-14,2023,3,7,West,Credit Card,Clothing,Footwear,StyleCraft,202,1,84.15,30.710000000000008,15,36.49,False
2984,2023-03-11,2023,1,3,West,UPI,Clothing,Kids' Wear,UrbanFit,37,1,148.8,54.510000000000005,20,36.63,False
2985,2024-11-14,2024,4,11,South,UPI,Clothing,Kids' Wear,ClassicWear,465,1,143.0,76.22,0,53.3,False
2985,2024-11-14,2024,4,11,South,UPI,Home & Kitchen,Bedding,HomeEase,145,1,209.6,44.41,20,21.19,True
2986,2023-04-08,2023,2,4,West,UPI,Sports & Outdoors,Cycling,OutdoorPro,471,2,736.0,264.62,20,35.95,False
2986,2023-04-08,2023,2,4,West,UPI,Sports & Outdoors,Team Sports,ActiveGear,267,1,89.6,24.659999999999997,20,27.52,False
2987,2024-02-07,2024,1,2,West,Wallet,Clothing,Kids' Wear,UrbanFit,37,1,176.7,82.40999999999998,5,46.64,False
2987,2024-02-07,2024,1,2,West,Wallet,Books,Educational,LearnHub,322,1,40.0,23.11,0,57.78,False
2987,2024-02-07,2024,1,2,West,Wallet,Electronics,Cameras,Electra,462,1,1062.45,-312.8799999999999,55,-29.45,False
2987,2024-02-07,2024,1,2,West,Wallet,Books,Comics,PageTurner,129,1,31.5,14.32,10,45.46,False
2988,2023-11-14,2023,4,11,West,Net Banking,Home & Kitchen,Decor,HomeEase,227,2,771.4,141.86,30,18.39,False
2988,2023-11-14,2023,4,11,West,Net Banking,Clothing,Men's Wear,StyleCraft,354,1,153.0,77.91,0,50.92,False
2989,2023-02-27,2023,1,2,West,UPI,Home & Kitchen,Storage,LivingSpace,100,1,450.0,209.26,0,46.5,False
2990,2024-10-05,2024,4,10,North,COD,Clothing,Accessories,ClassicWear,329,1,165.3,92.4,5,55.9,True
2990,2024-10-05,2024,4,10,North,COD,Electronics,Laptops,NovaTech,10,1,656.2,222.33000000000004,15,33.88,True
2990,2024-10-05,2024,4,10,North,COD,Clothing,Men's Wear,UrbanFit,210,1,113.05,61.89,5,54.75,False
2990,2024-10-05,2024,4,10,North,COD,Books,Comics,PageTurner,85,1,27.0,12.61,10,46.7,False
2991,2024-07-23,2024,3,7,West,COD,Clothing,Women's Wear,TrendSetter,8,1,184.0,91.11,20,49.52,False
2991,2024-07-23,2024,3,7,West,COD,Clothing,Accessories,ClassicWear,329,1,147.9,75.0,15,50.71,False
2992,2023-12-24,2023,4,12,South,COD,Clothing,Men's Wear,TrendSetter,459,1,212.0,96.07,20,45.32,False
2993,2023-07-06,2023,3,7,East,Credit Card,Clothing,Kids' Wear,StyleCraft,293,2,178.6,89.36,5,50.03,False
2994,2023-05-24,2023,2,5,West,Credit Card,Clothing,Men's Wear,FashionHub,23,1,83.7,34.85,10,41.64,False
2994,2023-05-24,2023,2,5,West,Credit Card,Clothing,Footwear,FashionHub,159,1,28.0,14.59,0,52.11,False
2995,2025-02-25,2025,1,2,West,Debit Card,Books,Comics,WordCraft,146,2,81.6,45.62,15,55.91,False
2995,2025-02-25,2025,1,2,West,Debit Card,Home & Kitchen,Storage,LivingSpace,206,1,622.4,188.64,20,30.31,False
2995,2025-02-25,2025,1,2,West,Debit Card,Home & Kitchen,Bedding,DreamHome,394,1,371.45,155.13,5,41.76,False
2996,2024-10-15,2024,4,10,West,Debit Card,Sports & Outdoors,Fitness,ActiveGear,473,1,175.5,78.69,10,44.84,False
2997,2024-11-03,2024,4,11,North,UPI,Home & Kitchen,Furniture,ComfortPro,466,1,311.0,117.00999999999999,0,37.62,False
2997,2024-11-03,2024,4,11,North,UPI,Electronics,Cameras,TechPro,34,1,2768.0,635.5700000000002,20,22.96,False
2998,2024-12-28,2024,4,12,West,Wallet,Electronics,Mobile Phones,TechPro,494,2,4590.4,1146.8999999999996,20,24.98,False
2998,2024-12-28,2024,4,12,West,Wallet,Sports & Outdoors,Fitness,TrailBlazer,101,2,261.0,-88.62,25,-33.95,True
2998,2024-12-28,2024,4,12,West,Wallet,Sports & Outdoors,Yoga,FitLife,388,1,154.7,71.6,15,46.28,True
2999,2023-09-25,2023,3,9,South,UPI,Electronics,Laptops,SkyNet,345,2,4425.1,869.2800000000002,15,19.64,False
2999,2023-09-25,2023,3,9,South,UPI,Home & Kitchen,Bedding,KitchenKing,493,1,512.0,206.01999999999998,0,40.24,False
2999,2023-09-25,2023,3,9,South,UPI,Sports & Outdoors,Team Sports,OutdoorPro,205,1,273.6,-21.329999999999984,5,-7.8,False
2999,2023-09-25,2023,3,9,South,UPI,Electronics,Laptops,ZoomTech,481,3,4268.25,-2010.3900000000003,25,-47.1,False
3000,2025-02-12,2025,1,2,West,Wallet,Sports & Outdoors,Camping,OutdoorPro,43,1,331.55,145.18,5,43.79,False
3001,2023-07-06,2023,3,7,West,Net Banking,Sports & Outdoors,Team Sports,TrailBlazer,180,2,648.0,263.22,20,40.62,False
3002,2024-08-26,2024,3,8,East,UPI,Clothing,Men's Wear,ClassicWear,447,3,299.25,169.53,5,56.65,False
3002,2024-08-26,2024,3,8,East,UPI,Electronics,Smartwatches,Electra,364,1,3501.0,-694.1599999999999,10,-19.83,False
3003,2023-04-11,2023,2,4,North,UPI,Electronics,Laptops,TechPro,18,1,1641.0,559.46,0,34.09,False
3004,2023-05-04,2023,2,5,East,UPI,Clothing,Men's Wear,ClassicWear,373,1,82.8,44.48,10,53.72,False
3005,2024-03-22,2024,1,3,East,Credit Card,Electronics,Laptops,NovaTech,27,1,541.8,188.08999999999997,10,34.72,False
3006,2023-06-28,2023,2,6,East,Net Banking,Sports & Outdoors,Camping,OutdoorPro,43,1,349.0,162.63,0,46.6,False
3006,2023-06-28,2023,2,6,East,Net Banking,Sports & Outdoors,Fitness,OutdoorPro,4,1,88.2,33.59,10,38.08,False
3006,2023-06-28,2023,2,6,East,Net Banking,Clothing,Footwear,TrendSetter,79,1,95.95,48.74,5,50.8,False
3007,2024-12-18,2024,4,12,South,Net Banking,Electronics,Mobile Phones,Electra,254,1,1458.0,379.74,25,26.05,False
3007,2024-12-18,2024,4,12,South,Net Banking,Clothing,Men's Wear,StyleCraft,247,2,448.2,216.42,10,48.29,False
3008,2024-11-01,2024,4,11,West,COD,Electronics,Mobile Phones,NovaTech,199,3,3921.8999999999996,1200.3899999999999,15,30.61,False
3008,2024-11-01,2024,4,11,West,COD,Home & Kitchen,Bedding,LivingSpace,148,1,406.3,134.79000000000002,15,33.17,False
3008,2024-11-01,2024,4,11,West,COD,Clothing,Accessories,StyleCraft,246,1,83.3,38.019999999999996,15,45.64,True
3008,2024-11-01,2024,4,11,West,COD,Clothing,Kids' Wear,TrendSetter,461,2,259.2,109.94,20,42.42,False
3008,2024-11-01,2024,4,11,West,COD,Electronics,Headphones,TechPro,401,1,1899.15,-322.4499999999998,45,-16.98,True
3009,2024-01-28,2024,1,1,East,Credit Card,Electronics,Smartwatches,Electra,19,1,2888.8,818.4200000000001,20,28.33,False
3009,2024-01-28,2024,1,1,East,Credit Card,Electronics,Laptops,Electra,232,1,2217.6,375.6199999999999,20,16.94,True
3009,2024-01-28,2024,1,1,East,Credit Card,Electronics,Mobile Phones,SkyNet,374,1,1779.0,687.5799999999999,0,38.65,False
3009,2024-01-28,2024,1,1,East,Credit Card,Home & Kitchen,Decor,LivingSpace,73,1,666.9,219.39,10,32.9,False
3010,2023-11-14,2023,4,11,East,UPI,Books,Comics,LearnHub,258,1,24.0,12.32,0,51.33,False
3010,2023-11-14,2023,4,11,East,UPI,Clothing,Men's Wear,ClassicWear,373,1,92.0,53.68,0,58.35,True
3011,2024-10-21,2024,4,10,East,Wallet,Clothing,Women's Wear,ClassicWear,420,2,345.6,138.32000000000002,20,40.02,False
3012,2024-05-31,2024,2,5,West,COD,Electronics,Laptops,Electra,22,1,2490.0,166.7199999999998,25,6.7,False
3012,2024-05-31,2024,2,5,West,COD,Electronics,Smartwatches,Electra,255,1,2656.5,580.5100000000002,25,21.85,False
3012,2024-05-31,2024,2,5,West,COD,Electronics,Laptops,TechPro,178,1,2011.95,490.28,15,24.37,False
3012,2024-05-31,2024,2,5,West,COD,Clothing,Men's Wear,FashionHub,136,1,41.4,22.4,10,54.11,False
3013,2023-04-06,2023,2,4,South,Credit Card,Home & Kitchen,Decor,DreamHome,187,1,448.2,174.76999999999998,10,38.99,False
3013,2023-04-06,2023,2,4,South,Credit Card,Books,Educational,PageTurner,469,2,24.0,13.02,0,54.25,False
3013,2023-04-06,2023,2,4,South,Credit Card,Electronics,Smartwatches,SkyNet,367,1,2598.75,375.09000000000015,25,14.43,True
3013,2023-04-06,2023,2,4,South,Credit Card,Home & Kitchen,Bedding,HomeEase,131,1,145.8,43.860000000000014,10,30.08,True
3014,2024-11-27,2024,4,11,South,COD,Home & Kitchen,Cookware,DreamHome,183,1,330.3,122.09,10,36.96,False
3014,2024-11-27,2024,4,11,South,COD,Electronics,Laptops,SkyNet,340,2,4964.8,1168.96,20,23.54,False
3015,2024-06-15,2024,2,6,West,Net Banking,Clothing,Men's Wear,TrendSetter,97,3,93.0,43.83,0,47.13,True
3015,2024-06-15,2024,2,6,West,Net Banking,Sports & Outdoors,Fitness,OutdoorPro,4,2,176.4,67.18,10,38.08,False
3016,2024-10-22,2024,4,10,North,UPI,Clothing,Women's Wear,UrbanFit,468,2,256.0,146.62,0,57.27,False
3016,2024-10-22,2024,4,10,North,UPI,Books,Magazines,KnowledgeFirst,271,1,75.05,38.01,5,50.65,False
3016,2024-10-22,2024,4,10,North,UPI,Clothing,Kids' Wear,UrbanFit,37,2,372.0,183.42,0,49.31,False
3017,2023-07-28,2023,3,7,North,Debit Card,Sports & Outdoors,Yoga,TrailBlazer,139,2,354.6,160.34000000000003,10,45.22,False
3017,2023-07-28,2023,3,7,North,Debit Card,Electronics,Smartwatches,SkyNet,49,1,2513.55,56.70000000000027,35,2.26,False
3017,2023-07-28,2023,3,7,North,Debit Card,Sports & Outdoors,Cycling,SportMax,496,2,748.6,333.40000000000003,5,44.54,False
3017,2023-07-28,2023,3,7,North,Debit Card,Clothing,Footwear,ClassicWear,408,1,99.0,46.96,10,47.43,False
3018,2024-01-31,2024,1,1,South,Debit Card,Clothing,Kids' Wear,TrendSetter,327,3,407.70000000000005,176.31000000000006,10,43.25,False
3018,2024-01-31,2024,1,1,South,Debit Card,Clothing,Men's Wear,UrbanFit,144,1,170.85,80.55,15,47.15,False
3019,2024-08-04,2024,3,8,South,UPI,Electronics,Cameras,ZoomTech,86,1,746.4,208.28999999999996,20,27.91,False
3020,2023-12-12,2023,4,12,West,Net Banking,Home & Kitchen,Furniture,ComfortPro,77,1,169.1,71.08,5,42.03,False
3021,2023-04-15,2023,2,4,West,UPI,Clothing,Accessories,TrendSetter,225,3,351.0,189.54,10,54.0,False
3021,2023-04-15,2023,2,4,West,UPI,Home & Kitchen,Storage,DreamHome,316,2,210.8,79.68,15,37.8,False
3022,2024-05-18,2024,2,5,West,Credit Card,Electronics,Mobile Phones,TechPro,494,1,1577.95,-143.79999999999995,45,-9.11,True
3023,2024-11-18,2024,4,11,West,Net Banking,Home & Kitchen,Decor,LivingSpace,63,1,425.6,116.76000000000005,20,27.43,False
3023,2024-11-18,2024,4,11,West,Net Banking,Clothing,Men's Wear,ClassicWear,438,3,894.0,409.56000000000006,0,45.81,False
3023,2024-11-18,2024,4,11,West,Net Banking,Electronics,Mobile Phones,ZoomTech,288,3,4752.0,1962.3600000000001,0,41.3,False
3024,2023-10-18,2023,4,10,West,COD,Home & Kitchen,Decor,HomeEase,296,2,278.4,100.51999999999998,20,36.11,True
3025,2024-06-21,2024,2,6,North,UPI,Home & Kitchen,Cookware,LivingSpace,253,1,122.55,48.94,5,39.93,False
3025,2024-06-21,2024,2,6,North,UPI,Electronics,Smartwatches,SkyNet,332,2,5274.0,646.9799999999996,25,12.27,True
3026,2024-09-25,2024,3,9,North,Debit Card,Electronics,Smartwatches,TechPro,409,1,1653.4,127.76999999999998,30,7.73,False
3026,2024-09-25,2024,3,9,North,Debit Card,Home & Kitchen,Bedding,ComfortPro,168,2,168.0,60.5,0,36.01,False
3026,2024-09-25,2024,3,9,North,Debit Card,Clothing,Men's Wear,FashionHub,348,3,762.45,300.0,15,39.35,False
3027,2023-05-23,2023,2,5,East,Debit Card,Books,Educational,WordCraft,331,1,23.4,13.269999999999998,10,56.71,False
3027,2023-05-23,2023,2,5,East,Debit Card,Sports & Outdoors,Camping,FitLife,458,2,379.8,133.24,10,35.08,False
3027,2023-05-23,2023,2,5,East,Debit Card,Books,Fiction,WordCraft,266,2,68.4,41.14,5,60.15,False
3027,2023-05-23,2023,2,5,East,Debit Card,Clothing,Accessories,ClassicWear,269,3,615.5999999999999,265.2899999999999,10,43.09,False
3028,2023-01-23,2023,1,1,West,COD,Clothing,Kids' Wear,TrendSetter,277,2,102.6,42.699999999999996,10,41.62,False
3028,2023-01-23,2023,1,1,West,COD,Books,Comics,PageTurner,67,1,10.8,5.290000000000001,10,48.98,False
3028,2023-01-23,2023,1,1,West,COD,Electronics,Laptops,TechPro,285,3,4046.3999999999996,864.4799999999996,20,21.36,False
3029,2024-07-19,2024,3,7,West,UPI,Sports & Outdoors,Yoga,TrailBlazer,386,2,402.9,125.32,15,31.1,False
3030,2024-04-04,2024,2,4,South,Debit Card,Sports & Outdoors,Camping,ActiveGear,410,1,191.9,87.96000000000001,5,45.84,False
3030,2024-04-04,2024,2,4,South,Debit Card,Clothing,Men's Wear,TrendSetter,92,3,548.0999999999999,235.37999999999994,10,42.94,False
3030,2024-04-04,2024,2,4,South,Debit Card,Sports & Outdoors,Cycling,SportMax,349,2,752.4,313.32,10,41.64,False
3030,2024-04-04,2024,2,4,South,Debit Card,Sports & Outdoors,Camping,ActiveGear,305,3,997.0500000000001,306.7500000000001,15,30.77,False
3031,2023-08-10,2023,3,8,South,Credit Card,Books,Fiction,LearnHub,477,2,56.0,28.86,0,51.54,False
3032,2023-04-04,2023,2,4,East,Credit Card,Sports & Outdoors,Fitness,OutdoorPro,4,1,98.0,43.39,0,44.28,False
3032,2023-04-04,2023,2,4,East,Credit Card,Electronics,Cameras,ZoomTech,86,2,1679.4,603.1800000000001,10,35.92,False
3033,2024-04-20,2024,2,4,East,UPI,Clothing,Footwear,TrendSetter,482,2,226.1,91.46000000000001,15,40.45,False
